COD_DISTRIBUIDORA,COD_PRODUCTO,DESC_PRODUCTO,COD_EAN,NOM_PROVEEDOR,FACTOR_UNI_MIN,FACTOR_UNI_MAX
1000012329,115,GELATINA UMSHA 120GR 12UND,7750243073547,7750243073547,12,12
1000019371,116,GELATINA UMSHA FRESA 120G 24UND,7750243073523,7750243073523,24,24
1000019463,13,DETERGENTE BOLIVAR 2.4KG 6BOL,7750243068475,7750243068475,6,6
1000021615,135,JABON BOLIVAR FLORAL 190GR 48BBR,7750243068826,7750243068826,48,48
1000004006,140,JABON TROME LIMON 190GR 40BARR,7750243068673,7750243068673,40,40
1000024166,15,DETERGENTE BOLIVAR 330GR. 30BOL,7750243062374,7750243062374,30,30
1000028129,16,DETERGENTE BOLIVAR 4.2KG 4BOL,7750243068529,7750243068529,4,4
1000012434,168,MAZAMORRA MORADA UMSHA 125GR 24UND,7750243073561,7750243073561,24,24
1000028136,20,DETERGENTE BOLIVAR 750GR 15BOL,7750243067515,7750243067515,15,15
1000024731,239,ACEITE CIL 900ML 12BOT,7750243066242,7750243066242,12,12
1000012198,243,ACEITE COCINERO 900ML 12BOT,7750243068048,7750243068048,12,12
30001508,248,ACEITE MIRASOL 200ML 24BOT,7750243073189,7750243073189,24,24
1000018847,249,ACEITE MIRASOL 900ML 12BOT,7750243072113,7750243072113,12,12
1000012286,257,ACEITE PRIMOR CLASICO 900ML 12BOT,7750243068000,7750243068000,12,12
1000032177,258,ACEITE PRIMOR PREMIUM 1LT 12BOT,7750243000406,7750243000406,12,12
1000020099,259,ACEITE PRIMOR PREMIUN 900ML 12BOT,7750243067997,7750243067997,12,12
1000012343,30,DETERGENTE MARSELLA 140G X60B.PET.RELAJ,7750243068536,7750243068536,60,60
1000008739,301,DETERGENTE MARSELLA 4KG 4BOL,7750243054195,7750243054195,4,4
1000019371,34,DETERGENTE MARSELLA 2KG 7BOL,7750243054188,7750243054188,7,7
1000028587,35,DETERGENTE MARSELLA 330X30 BOL,7750243060943,7750243060943,30,30
1000012434,36,DETERGENTE MARSELLA 4.2K X 4B.PET. RELAJ.,7750243046275,7750243046275,4,4
1000034819,371,DET. TROME FLORAL 130GR 60BOL,7750243068604,7750243068604,60,60
1000018378,373,LEJIA SAPOLIO ORIGINAL 5KG 4UND,7751851027021,7751851027021,4,4
1000028794,374,LEJIA SAPOLIO ORIGINAL 790GR 15UND,7750243074087,7750243074087,15,15
1000028586,376,LAVAV. SAPOLIO LIMON 800G 6UND,7750243067898,7750243067898,6,6
1000024166,378,LIMPIATODO SAPOLIO 900ML 12UND,7751851000758,7751851000758,12,12
1000018310,38,DETERGENTE MARSELLA 450GR 24BOL,7750243067560,7750243067560,24,24
1000019463,402,LAVAV. SAPOLIO LIMON 200GR 24UND,7750243077712,7750243077712,24,24
30007082,404,DETERGENTE MARSELLA 280GR 35BOL,7750243059817,7750243059817,35,35
1000018974,41,DETERGENTE MARSELLA 750GR 15BOL,7750243067577,7750243067577,15,15
1000028859,42,DETERGENTE MARSELLA PROFESIONAL 13.5KG,7750243069052,7750243069052,1,1
1000020099,44,DETERGENTE OPAL 330X30 BOL,7750243061001,7750243061001,30,30
1000008730,46,DETERGENTE OPAL 450GR 24BOL,7750243069939,7750243069939,24,24
1000024730,48,DETERGENTE OPAL 750GR 15BOL,7750243069960,7750243069960,15,15
1000028760,52,DETERGENTE OPAL ULTRA 2.4KG 6BOL,7750243069076,7750243069076,6,6
1000008558,532,MAYONESA ALACENA 95GR 24UND,7750243046091,7750243046091,24,24
1000009118,533,ACEITE CIL 500ML 24BOT,7750243033954,7750243033954,24,24
1000009913,534,MANTY 300GR 12POT,7750243052054,7750243052054,12,12
1000029697,535,MANTY 90GR 24POT,77558688,77558688,24,24
1000016707,536,HARINA BLANCA FLOR 1KG 12BOL,7750243006880,7750243006880,12,12
1000024731,540,DETERGENTE OPAL 140GR 60BOL,7750243075008,7750243075008,60,60
1000012371,542,DETERGENTE OPAL ULTRA  320GR 30BOL,7750243061001,7750243061001,30,30
1000004065,543,DETERGENTE OPAL ULTRA 430GR 24BOL,7750243080637,7750243080637,24,24
1000019381,544,DETERGENTE OPAL 730GR 15BOL,7750243079198,7750243079198,15,15
1000004314,79,FIDEO NICOLINI 225GR 20BOL,7750243074605,7750243074605,20,20
1000028574,80,FIDEO NICOLINI 450GR 20BOL,7750243072595,7750243072595,20,20
1000012198,9,DETER. BOLIVAR EVOL.150GR 60BOL.,7750243053839,7750243053839,60,60
1000019381,36,COCINERO ACEITE 900ML * 12,N/A,ALICORP S.A.A.,12,12
1000007670,56,CAPRI ACEITE*1L*12,N/A,ALICORP S.A.A.,12,12
1000012343,59,PRIMOR ACEITE PREMIUM 12*900ML,N/A,ALICORP S.A.A.,12,12
1000020099,63,PRIMOR ACEITE CLASICO 12 * 900 LT,N/A,ALICORP S.A.A.,12,12
1000012077,64,IDEAL ACEITE NATURAL 1LT *12,N/A,ALICORP S.A.A.,12,12
1000028858,66,CIL ACEITE B.900ML * 12BOT,N/A,ALICORP S.A.A.,12,12
1000009118,71,IDEAL ACEITE NATURAL 5LT * 4,N/A,ALICORP S.A.A.,4,4
1000019448,74,COCINERO ACEITE 5LT X4 GALONES,N/A,ALICORP S.A.A.,4,4
1000011855,90,SAPOLIO CERA PAST ROJA 300ML*36,N/A,ALICORP S.A.A.,36,36
30003984,95,SAPOLIO CERA PAST NEUTRO 300ML*36,N/A,ALICORP S.A.A.,36,36
1000018671,161,TROME JAB FRESCURA LIMON 190GR*40,N/A,ALICORP S.A.A.,40,40
1000028662,195,SAPOLIO DETERGENTE GRANEL X 15KG,N/A,ALICORP S.A.A.,15,15
1000018850,201,DON VITTORIO FID CORBATA CH 250G*20,N/A,ALICORP S.A.A.,20,20
1000009039,203,DON VITTORIO FID CANUTO CH 235G*20,N/A,ALICORP S.A.A.,20,20
1000028586,205,DON VITTORIO FID CARACOL CH 235GR*20,N/A,ALICORP S.A.A.,20,20
1000004314,206,DON VITTORIO FID SPAGUETT450GX20,N/A,ALICORP S.A.A.,20,20
1000010295,207,DON VITTORIO FID ARITO 250G*20,N/A,ALICORP S.A.A.,20,20
1000012341,209,DON VITTORIO FID CAB ANGEL 250G*40,N/A,ALICORP S.A.A.,40,40
1000032002,217,LAVAGGI FIDEOS SPAGETTI 450GR*20,N/A,ALICORP S.A.A.,20,20
1000012275,229,SAPOLIO LAVAJ LIMON 360GX2MELL,N/A,ALICORP S.A.A.,6,6
1000032002,233,SAPOLIO LAVAJ LIMON 180GX2 MELL,N/A,ALICORP S.A.A.,12,12
1000012262,234,SAPOLIO LAVAJ TUTI FRUT 360GX2 MELL,N/A,ALICORP S.A.A.,6,6
1000028794,235,SAPOLIO LAVAJ TUTI FRUT MELL*180GR*12UND,N/A,ALICORP S.A.A.,12,12
1000009118,370,ALACENA MAYONESA 95GR *24,N/A,ALICORP S.A.A.,24,24
1000021615,373,ALACENA MAYONESA*850GRX6IT,N/A,ALICORP S.A.A.,6,6
1000024730,379,ALACENA MAYONESA 475G *12,N/A,ALICORP S.A.A.,12,12
30003885,526,BLANCA FLOR HARINA PREP.1KG*12,N/A,ALICORP S.A.A.,12,12
1000009263,533,VICT.CASINO LUCUMA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000018378,535,VICT.CASINO COCO*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000016707,543,VICT.CASINO ALFAJOR*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000018310,651,ANGEL FLAKES 140GRX30BOL,N/A,ALICORP S.A.A.,30,30
1000020428,656,ANGEL ZUCK 140GR*30BOL,N/A,ALICORP S.A.A.,30,30
1000032177,662,ANGEL FRUTT 135GRX30BOL,N/A,ALICORP S.A.A.,30,30
1000016707,703,SAYON SODA CRACK *4PQT*10UND,N/A,ALICORP S.A.A.,4,4
1000018636,842,PRIMOR ACEITE 5LT X4GALONES,N/A,ALICORP S.A.A.,4,4
1000018378,844,FRIOL SOYA ACEITE 1LT*12,N/A,ALICORP S.A.A.,12,12
1000018861,940,CIL ACEITE*200ML*24,N/A,ALICORP S.A.A.,24,24
1000021615,1045,SELLO DE ORO MARG ESPARC.90G *20BRR,N/A,ALICORP S.A.A.,20,20
1000007527,1144,VICT.TENTACION COCO*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000008184,1167,SAPOLIO CERA PAST AMARIL 300ML*36,N/A,ALICORP S.A.A.,36,36
1000007926,1235,ANGEL TITO ALMOHADAX110GX30,N/A,ALICORP S.A.A.,30,30
1000032002,1250,SAPOLIO LIMPIATOD BEBE 250ML*24,N/A,ALICORP S.A.A.,24,24
1000028585,1259,SELLO DE ORO MARG ESPARC.400G *12,N/A,ALICORP S.A.A.,12,12
1000018866,1315,SAPOLIO MATA CUCARACHAS&HORMI INS.360ML*12,N/A,ALICORP S.A.A.,12,12
1000029697,1453,AVAL DEO EXTREME MISTERIO 150MLX12,N/A,ALICORP S.A.A.,12,12
1000019365,1459,AVAL DEO COLOGNE XTRE SENSUAL 150MLX12,N/A,ALICORP S.A.A.,12,12
1000007670,1576,ANGEL FRESIA ALMOHADA 110G*30BL,N/A,ALICORP S.A.A.,30,30
1000009363,1600,AVAL DEOCOL XTREME SPORT 150ML *12,N/A,ALICORP S.A.A.,12,12
1000007527,1629,SELLO DE ORO MARG ESPARC.45G *24BRR,N/A,ALICORP S.A.A.,24,24
1000008802,1708,SAO ACEITE DE SOYA 1LT*12,N/A,ALICORP S.A.A.,12,12
1000028587,1827,ANGEL CHOCK 135GRX30BOL,N/A,ALICORP S.A.A.,30,30
1000007527,2325,VICT.CASINO FRESA 43.5GR*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000018847,2327,VICT.CASINO MENTA 43GR*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000009118,2332,SAPOLIO LIMPIATOD FLORAL 250ML*24,N/A,ALICORP S.A.A.,24,24
1000009549,2360,VICT.CASINO CHOCOLATE*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000028129,2541,SAYON GALL VAINILLA*5PQT*8UND,N/A,ALICORP S.A.A.,5,5
1000019371,2689,VICT CHOCOBUM*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000018534,2709,VICT.GLACITA CHO/NIEV*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000012371,2711,VICT.TENTACION VAINILLA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000028129,2714,VICT.GLACITA TOFFEE*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000020099,2715,VICT.GLACITA CHOCOLATE*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000029697,2728,VICT. CHOMP NARANJA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000028858,2729,VICT. CHOMP CHOCOLATE*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000031176,2892,SAPOLIO AROMA.MANZ.FLOR 360ML*12,N/A,ALICORP S.A.A.,12,12
1000028794,3055,ALIANZA FIDEO SPAGHETTI*450G*20,N/A,ALICORP S.A.A.,20,20
1000020099,3274,ESPIGA DE ORO FIDEOS SPAG*450G*20,N/A,ALICORP S.A.A.,20,20
1000028586,3275,ESPIGA DE ORO TORNILLO *225G*20,N/A,ALICORP S.A.A.,20,20
1000019463,3277,ESPIGA DE ORO FIDEO CODO RAY 225G*20,N/A,ALICORP S.A.A.,20,20
1000012343,3349,DON VITTORIO FID LETRAS/NUM 235G*20,N/A,ALICORP S.A.A.,20,20
1000028458,3388,CIL ACEITE X5LT X4 GALONES,N/A,ALICORP S.A.A.,4,4
1000032002,3415,ALIANZA FIDEO TALLARIN*450G*20,N/A,ALICORP S.A.A.,20,20
1000012354,3416,ALIANZA FIDEOS CANUTO CHI 250G *20,N/A,ALICORP S.A.A.,20,20
1000029956,3417,ALIANZA FIDEOS CODO RAY 250G *20,N/A,ALICORP S.A.A.,20,20
1000008167,3422,LAVAGGI FIDEOS TALLARIN 450GR*20,N/A,ALICORP S.A.A.,20,20
1000012287,3423,LAVAGGI FIDEOS CODO RAY.225G*20,N/A,ALICORP S.A.A.,20,20
1000018866,3424,LAVAGGI FIDEOS CABELLO A.250G*40,N/A,ALICORP S.A.A.,40,40
1000018847,3425,DON VITTORIO FID LING GROSSO 500GR*20UNID,N/A,ALICORP S.A.A.,20,20
1000007672,3462,SAPOLIO LIMPIAVIDRIO LAVD.DPK500MX24,N/A,ALICORP S.A.A.,24,24
30003902,3468,DON VITTORIO FID CORBATA GR 250G*20,N/A,ALICORP S.A.A.,20,20
1000009039,3469,DON VITTORIO FID MUNICION 235GR*20,N/A,ALICORP S.A.A.,20,20
1000018865,3476,SAPOLIO SILICONA SP+C.AUTO360ML X12,N/A,ALICORP S.A.A.,12,12
1000028136,3480,LAVAGGI FIDEOS CANUTO CHI.250G*20,N/A,ALICORP S.A.A.,20,20
1000012286,3599,DENTO E.BUCAL GLACIAL 250ML.*12,N/A,ALICORP S.A.A.,12,12
1000028858,3639,PANASONIC PILA CHICA AA 1DSP 20PIL,N/A,ALICORP S.A.A.,10,10
1000019463,3640,PANASONIC PILA AAA *1.5V*40,N/A,ALICORP S.A.A.,20,20
1000012341,3644,ALIANZA FID. ENTREFINO DELGADO PASTA #48*10K,N/A,ALICORP S.A.A.,10,10
1000028584,3675,SAPOLIO MATA MOSCAS Y ZANC INS.360MLX12,N/A,ALICORP S.A.A.,12,12
1000012329,3794,VICT.TENTACION CHOCO*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000024731,3877,SAPOLIO AROMA.JARDIN DE R.360ML*12,N/A,ALICORP S.A.A.,12,12
1000012286,3878,SAPOLIO AROMA.ARRULLOS BB 360ML*12,N/A,ALICORP S.A.A.,12,12
1000024731,3879,SAPOLIO AROMA POTPOURRI 360ML*12,N/A,ALICORP S.A.A.,12,12
1000019448,3881,SAPOLIO AROMA.LAVANDA 360ML*12,N/A,ALICORP S.A.A.,12,12
1000032177,3882,SAPOLIO AROMA.BRISA MARINA 360ML*12,N/A,ALICORP S.A.A.,12,12
1000009549,3941,DIA RELLENITAS GALLET SURTIDO 5PCK*8,N/A,ALICORP S.A.A.,40,40
1000018687,3951,SAO ACEITE DE SOYA 5L *4,N/A,ALICORP S.A.A.,4,4
1000028572,3971,VICT.DIVAS GALL*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000028859,3997,SAPOLIO CERA LIQUI/ROJA 300ML *36,N/A,ALICORP S.A.A.,36,36
1000009263,3998,SAPOLIO C.AUTOBRI ROJA 300ML*36,N/A,ALICORP S.A.A.,36,36
1000012343,3999,SAPOLIO C.AUTOBRI AMARILL 300ML*36,N/A,ALICORP S.A.A.,36,36
1000018850,4000,SAPOLIO C.AUTOBRI NEGRA 330ML*36,N/A,ALICORP S.A.A.,36,36
30003984,4001,SAPOLIO C.AUTOBRI NEUTRAL 300ML*36,N/A,ALICORP S.A.A.,36,36
1000020099,4004,SAPOLIO AUTO RENOVADOR/LLANT 360M*12,N/A,ALICORP S.A.A.,12,12
1000018366,4020,SAPOLIO LVJ LIQ LIMON 500MLX12,N/A,ALICORP S.A.A.,12,12
30003902,4035,PATITO LIMON DETERG.640G *15,N/A,ALICORP S.A.A.,15,15
1000008739,4056,AVAL JAB.LIQUIDO P.ROSAS 400ML *12,N/A,ALICORP S.A.A.,12,12
1000029670,4057,AVAL JAB.LIQUIDO RELAJANTE 400M PUMP,N/A,ALICORP S.A.A.,12,12
1000028578,4058,AVAL JAB.LIQUIDO LAVANDA 400ML *12,N/A,ALICORP S.A.A.,12,12
1000021982,4063,SAPOLIO MATA TODO 360ML *12,N/A,ALICORP S.A.A.,12,12
1000007598,4230,SAPOLIO LVJ LIQ NARANJA + ESP 750ML*12,N/A,ALICORP S.A.A.,12,12
30002575,4255,SAPOLIO LVJ LIQ LIMON 750ML*12,N/A,ALICORP S.A.A.,12,12
1000012354,4256,SAPOLIO LVJ LIQ MANZ 750ML*12,N/A,ALICORP S.A.A.,12,12
1000035866,4257,SAPOLIO LIMPIATOD ROSAS 900ML*12,N/A,ALICORP S.A.A.,12,12
1000018866,4258,SAPOLIO LIMPIATOD LIMON 900ML*12,N/A,ALICORP S.A.A.,12,12
1000019463,4259,SAPOLIO LIMPIATOD BEBE 900ML*12,N/A,ALICORP S.A.A.,12,12
1000018861,4262,SAPOLIO LIMPIATOD LIMON 1800ML*6,N/A,ALICORP S.A.A.,6,6
30003984,4263,SAPOLIO LIMPIATOD LAVANDA 3.8ML*4,N/A,ALICORP S.A.A.,4,4
1000029697,4264,SAPOLIO LIMPIATOD BEBE 3785ML*4,N/A,ALICORP S.A.A.,4,4
1000001852,4288,SAPOLIO DESATORADOR COCINA 980ML*12UND,N/A,ALICORP S.A.A.,12,12
1000021615,4289,SAPOLIO DESATORADOR BAÑOS*980ML*12UND,N/A,ALICORP S.A.A.,12,12
1000008184,4294,SAPOLIO MATA POLILLAS/ROPA 360ML *12,N/A,ALICORP S.A.A.,12,12
1000009118,4296,SAPOLIO MATA POLILLAS 360MLX12,N/A,ALICORP S.A.A.,12,12
1000028129,4297,SAPOLIO DESINFECT LAVANDA 3785ML*4,N/A,ALICORP S.A.A.,4,4
1000024731,4298,SAPOLIO DESINFECT PINO 3785ML*4,N/A,ALICORP S.A.A.,4,4
30002317,4299,SAPOLIO DESINFECT LAVANDA 1800ML*6,N/A,ALICORP S.A.A.,6,6
1000028589,4315,SAPOLIO LIMPIATOD LAVANDA 900ML*12,N/A,ALICORP S.A.A.,12,12
1000012286,4319,SAPOLIO LIMPIATOD FLORAL 900ML*12,N/A,ALICORP S.A.A.,12,12
1000004065,4334,SAPOLIO LAVAJ MANZANA 360GX2 MELL,N/A,ALICORP S.A.A.,6,6
1000032177,4335,SAPOLIO LAVAJ MANZANA 180GX2 MELL,N/A,ALICORP S.A.A.,12,12
1000028588,4358,AVAL JAB.LIQUIDO F.MANZ 400ML *12,N/A,ALICORP S.A.A.,12,12
1000008721,4359,AVAL JAB.LIQUIDO F LIMON 400ML *12,N/A,ALICORP S.A.A.,12,12
30003902,4407,SELLO DE ORO MANTEQ/ESPAR.2KG *5PQ,N/A,ALICORP S.A.A.,10,10
30003885,4447,SAPOLIO AROMA.DEL BOSQUE 360ML *12,N/A,ALICORP S.A.A.,12,12
1000018534,4448,AVAL DEO XTREME COOL 150MLX12,N/A,ALICORP S.A.A.,12,12
1000029956,4449,SAPOLIO AROMA.ANTITABACO 360ML *12,N/A,ALICORP S.A.A.,12,12
1000034819,4450,SAPOLIO AROMA.FRUTAS FRESCAS 360ML *12,N/A,ALICORP S.A.A.,12,12
1000008829,4451,AVAL DEO XTREME SEXY SP.150ML X12,N/A,ALICORP S.A.A.,12,12
1000034819,4452,AVAL DEO COLOGNE ROMANCE 150ML *12,N/A,ALICORP S.A.A.,12,12
1000028585,4454,AVAL DEOCOL XTREME FANTASY 150ML *12,N/A,ALICORP S.A.A.,12,12
1000024723,4469,DON VITTORIO FID CANUTO RAY 235GR*20,N/A,ALICORP S.A.A.,20,20
1000012371,4472,DON VITTORIO FID CODO RAY 250GR*20,N/A,ALICORP S.A.A.,20,20
30003984,4473,SAPOLIO LVJ LIQ NARANJA 500ML *12,N/A,ALICORP S.A.A.,12,12
1000028136,4474,SAPOLIO LVJ LIQ MANZ 500ML,N/A,ALICORP S.A.A.,12,12
1000012275,4475,DON VITTORIO FID TORNILLO 235GR*20,N/A,ALICORP S.A.A.,20,20
1000012434,4476,DON VITTORIO FID CODO CH 250GR*20,N/A,ALICORP S.A.A.,20,20
1000002120,4477,DON VITTORIO FID REGATONI 235GR*20,N/A,ALICORP S.A.A.,20,20
1000007747,4519,VICT.TENTACION NARANJA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000018974,4541,VICT.CASINO VAINILLA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000028588,4671,ALIANZA FIDEO CAB ANGEL 250G*40BOL,N/A,ALICORP S.A.A.,40,40
1000008893,4679,SAPOLIO AUTO L-PARABRISAS 900ML *12,N/A,ALICORP S.A.A.,12,12
1000007747,4695,DENTO E.BUCAL NATURAL MENTA 250ML*12,N/A,ALICORP S.A.A.,12,12
1000010295,4696,DENTO E.BUCAL EUCALIPTO 250ML*12,N/A,ALICORP S.A.A.,12,12
1000019381,4697,AVAL HAND GEL OCEAN 380ML*12,N/A,ALICORP S.A.A.,12,12
1000021615,4763,BLANCA NIEVE HARINA EXT. PP X50KG,N/A,ALICORP S.A.A.,50,50
1000028585,4765,SAYON SODA GRANEL X3KGX 0.250GR,N/A,ALICORP S.A.A.,12,12
1000028586,4781,DENTO TRIPLE ACCION 80MLX12UND,N/A,ALICORP S.A.A.,12,12
1000035585,4803,SAPOLIO LIMPIATOD LAVANDA 250ML*24,N/A,ALICORP S.A.A.,24,24
1000019379,4806,SAPOLIO LIMPIATOD FLORAL 3785ML*4,N/A,ALICORP S.A.A.,4,4
1000028458,4807,SAPOLIO LIMPIATOD LIMON 3785ML*4,N/A,ALICORP S.A.A.,4,4
1000035585,4814,SAPOLIO SACAGRASA LIMON*500ML*24UND,N/A,ALICORP S.A.A.,24,24
1000019463,4833,CAFETAL CAFE SELECTO 80GX48 BOL,N/A,ALICORP S.A.A.,48,48
1000024166,4846,VICTORIA SODA V*36PQT*6UND,N/A,ALICORP S.A.A.,36,36
1000004065,4876,SAPOLIO DESINFECT LIMON 900ML*12,N/A,ALICORP S.A.A.,12,12
30002600,4877,SAPOLIO DESINFECT MANZANA 3785M*4,N/A,ALICORP S.A.A.,4,4
1000028579,4878,SAPOLIO DESINFECT LIMON 3785ML*4,N/A,ALICORP S.A.A.,4,4
1000028572,5015,PATITO BEBE DETERG 1600GRX6,N/A,ALICORP S.A.A.,6,6
1000021982,5016,PATITO LIMON DETERG 1600GRX6,N/A,ALICORP S.A.A.,6,6
1000032177,5018,SAPOLIO DETERG BEBE C/ASA 4000GRX4,N/A,ALICORP S.A.A.,4,4
1000019463,5025,DENTO CEPILLO PREMIUM DURO X12+2,N/A,ALICORP S.A.A.,14,14
30002317,5026,DENTO CEPILLO PREMIUM MEDIANO 12+2,N/A,ALICORP S.A.A.,14,14
1000004065,5027,DENTO CEPILLO PREMIUM SUAVE 12+2,N/A,ALICORP S.A.A.,14,14
1000028584,5032,SAPOLIO AROMA.VAINILLA 360MLX12,N/A,ALICORP S.A.A.,12,12
1000012262,5036,SAPOLIO AROMA/PULSO P/FLORES *12,N/A,ALICORP S.A.A.,12,12
1000008549,5040,DENTO GEL DENTAL VERDE 90GR/12,N/A,ALICORP S.A.A.,12,12
1000008893,5041,DENTO GEL DENTAL ROJO 90G/12,N/A,ALICORP S.A.A.,12,12
1000002120,5152,IDEAL ACEITE GIRASOL 1LT * 12,N/A,ALICORP S.A.A.,12,12
1000008829,5155,SAPOLIO CERA PAST VERDE 300M*36,N/A,ALICORP S.A.A.,36,36
1000002120,5156,SAPOLIO CERA PAST NEGRO 300ML*36,N/A,ALICORP S.A.A.,36,36
1000009039,5157,SAPOLIO DESINFECT PINO 1800ML*6,N/A,ALICORP S.A.A.,6,6
1000028760,5170,DENTO CREMA DENTAL MENTA 150ML+CEPILLO,N/A,ALICORP S.A.A.,48,48
1000031176,18053,DENTO TRIPLE CREMA DENTAL 150ML+CEPI,N/A,ALICORP S.A.A.,48,48
1000008893,18099,SAPOLIO LIMPIAD. POLVO BAÑO ANT.450GR FCO,N/A,ALICORP S.A.A.,12,12
1000008829,18152,AVAL HAND GEL AMAZON 380MLX12,N/A,ALICORP S.A.A.,12,12
1000010245,18153,AVAL HAND GEL NATURAL 380MLX12,N/A,ALICORP S.A.A.,12,12
1000009584,18155,AVAL JAB.LIQ. ANTB REFRESCANT.PUMP 400M/12,N/A,ALICORP S.A.A.,12,12
1000007747,18156,CIL ACEITE-20LITROS BALDE,N/A,ALICORP S.A.A.,1,1
1000012077,18174,SAPOLIO LIMPIAD.COCINA POLVO TUB *450G *FCO,N/A,ALICORP S.A.A.,12,12
1000028588,18193,COCINERO ACEITE X20LT.BALDE,N/A,ALICORP S.A.A.,1,1
1000004006,18201,SAPOLIO LIMPIATOD BEBE 4.9LT*4 FCO/ASA,N/A,ALICORP S.A.A.,4,4
1000008721,18202,SAPOLIO LIMPIATOD LAVANDA 4.9L*4FCO/AS,N/A,ALICORP S.A.A.,4,4
1000009263,18203,SAPOLIO LIMPIATOD ROSAS 5L*4 FCO/ASA,N/A,ALICORP S.A.A.,4,4
1000031176,18204,SAPOLIO LIMPIATOD LIMON 4.9L*4 FCO/ASA,N/A,ALICORP S.A.A.,4,4
1000020428,18205,SAPOLIO LIMPIATOD FLORAL 4.9L*4FCO/ASA,N/A,ALICORP S.A.A.,4,4
1000008184,18208,AVAL JAB.LIQ.ANTIB.PAS.CITRICA 400ML,N/A,ALICORP S.A.A.,12,12
1000011384,18209,AVAL JAB.LIQ.ANTIB.FRUTOS ROJOS 400M,N/A,ALICORP S.A.A.,12,12
1000028858,18291,DENTO CREMA DENTAL HERBAL 90G/12,N/A,ALICORP S.A.A.,12,12
1000012434,18310,DENTITO GEL CHICHA MORADA 85G/12,N/A,ALICORP S.A.A.,12,12
1000028578,18323,DENTO MENTA NATURAL .75MLX12.,N/A,ALICORP S.A.A.,12,12
1000008859,18328,CAFETAL NU.CAFE SELECTO 50G/72,N/A,ALICORP S.A.A.,72,72
1000019379,18352,PATITO LEJIA ORIGINAL 500G+23% X12,N/A,ALICORP S.A.A.,12,12
1000019365,18455,ALACENA S.HUANCAINA 24/85GR,N/A,ALICORP S.A.A.,24,24
1000010245,18466,DENTO E.BUCAL KIDS CHICLE GLOBO 250ML,N/A,ALICORP S.A.A.,12,12
1000028584,18467,DENTO E.BUCAL KIDS CHICHA MORADA 250,N/A,ALICORP S.A.A.,12,12
1000012286,18556,AVAL DEO EXTREME ELEGANT 150MLX12,N/A,ALICORP S.A.A.,12,12
1000008802,18820,SAPOLIO DETERG BEBE 750 GR X 15,N/A,ALICORP S.A.A.,15,15
1000028587,18821,SAPOLIO DETERG LIMON 750GR X 15,N/A,ALICORP S.A.A.,15,15
1000028662,18860,TROME DETERG LIMON 130GR*60,N/A,ALICORP S.A.A.,60,60
1000012287,18863,TARI CREMA DE AJI 85G X24,N/A,ALICORP S.A.A.,24,24
1000012343,18899,SAPOLIO SACAGRASA LIMON 650ML.GAT*12UNID,N/A,ALICORP S.A.A.,12,12
30003984,19027,TROME DETERG BEBE 130GR*60,N/A,ALICORP S.A.A.,60,60
1000004006,19028,TROME DETERG FLORAL130GR*60,N/A,ALICORP S.A.A.,60,60
1000010295,19049,SAPOLIO DETERG FLORAL 750GR*15,N/A,ALICORP S.A.A.,15,15
1000018310,19075,SAPOLIO BETUN NEGRO N4 12UND* 80GR*100ML,N/A,ALICORP S.A.A.,12,12
1000012341,19077,TROME JAB ENCANTO FLORAL 190GR*40,N/A,ALICORP S.A.A.,40,40
1000012275,19120,SAPOLIO LEJIA ORIG. 1000GR+16%X12,N/A,ALICORP S.A.A.,12,12
1000028574,19146,SAPOLIO LIMPIADOR EN POLVO BAÑO REP. ANTI 450,N/A,ALICORP S.A.A.,24,24
1000009118,19447,DENTO CEP. DENTAL GALAXY NINOS 12+2,N/A,ALICORP S.A.A.,14,14
1000028578,19476,DENTO MENTA150ML 6UND*8PACK,N/A,ALICORP S.A.A.,48,48
1000009118,19481,SAPOLIO SACASARRO FCO 500MLX12,N/A,ALICORP S.A.A.,12,12
1000018847,19486,SAPOLIO LVJ LIQ BEBITO 500MLX12,N/A,ALICORP S.A.A.,12,12
1000007527,19622,SAYON MARGARITA*8PQT*6UND,N/A,ALICORP S.A.A.,8,8
1000012286,19623,SAYON GALL MARGARITA FAMILI X20PQT,N/A,ALICORP S.A.A.,20,20
