COD_DISTRIBUIDORA,COD_PRODUCTO,DESC_PRODUCTO,COD_EAN,NOM_PROVEEDOR,FACTOR_UNI_MIN,FACTOR_UNI_MAX
1000028579,2117,CERA AUTOBRILLANTE NEUTRAL SAPOLIO 300MLX36UND,N/A,ALICORP S.A.A.,36,36
1000009263,2118,PASTILLA ELECT. ZANCUDOS SAPOLIO PQTX12UND,N/A,ALICORP S.A.A.,12,12
1000016707,2119,TOALLITA DESINFC LAVANDA SAPOLIO 24X20UND,N/A,ALICORP S.A.A.,24,24
1000009039,2120,SUAVIZANTE F.NATURAL AMOR 3785MLCJX4UND,N/A,ALICORP S.A.A.,4,4
30003885,2121,SILICO360ML+CERA AUTO.200G SAPOLINO,N/A,ALICORP S.A.A.,6,6
1000018310,2122,CREMA LIMPIADORA MUEBLE PREMIO 500MLCJX12UND,N/A,ALICORP S.A.A.,12,12
1000024731,2123,LUSTRAMUEBLE LAVANDA PREMIO 360MLX12UND,N/A,ALICORP S.A.A.,12,12
1000035585,2124,LUSTRAMUEBLE ORIGINAL PREMIO 280MLX12UND,N/A,ALICORP S.A.A.,12,12
1000010077,2125,TOALLITA DESINFECT. LAVANDA SAPOLIO CJX24UND,N/A,ALICORP S.A.A.,24,24
1000008829,2126,KIT SILICONA 360ML+CERA AUTO200GR SAP.CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018617,2127,SUAVIZANTE LAVANDA AMOR 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000018378,2135,LEJIA ORIGINAL SAP.335 ML CJX 15UND,N/A,ALICORP S.A.A.,15,15
1000012198,2136,LEJIA ORIG.PATITO 308ML CJX 24UND,N/A,ALICORP S.A.A.,24,24
1000031176,2138,QUITAMANCHA ROPA BLANCA 600ML PQTX12 UND,N/A,ALICORP S.A.A.,12,12
1000031176,2139,QUITAMANCHA ROPA BLANCA 3785ML CJX4UND,N/A,ALICORP S.A.A.,4,4
1000024731,2140,CEPILLO DENT.LIMPIALENGUA.ZZ MEDIO CJX6DSP DSPX14U,N/A,ALICORP S.A.A.,6,6
1000028585,2141,CEPILLO DENT.LIMPIALENGUA ZZ DURO CJX6DSP DSPX14U,N/A,ALICORP S.A.A.,6,6
1000028859,2142,JABON LIQ.COCINA-NARANJA AVAL 400MLCJX12U,N/A,ALICORP S.A.A.,12,12
30007082,2143,DESINFECTANTE PINO SAP 250ML PQTX24UND,N/A,ALICORP S.A.A.,24,24
1000028579,2144,DESATORADOR BAÑO LIQ.SAP 1893ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000018687,2145,CLORO GEL SAP.TRIPLE ACC. 980ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000024730,2146,LIMPIATODO FLORAL SAPOLIO 250ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000032002,2147,DETERGENTE BEBE SAP.150GR PQTX 60UND,N/A,ALICORP S.A.A.,60,60
1000012262,2148,DETERGENTE FLORAL SAP. 150GR PQTX 60UND,N/A,ALICORP S.A.A.,60,60
1000007672,2149,DETERGENTE SAPOLIO LIMON 450GR PQTX20UND,N/A,ALICORP S.A.A.,20,20
1000009118,2150,DETERGENTE SAPOLIO FLORAL 450GR PQTX20UND,N/A,ALICORP S.A.A.,20,20
1000018671,2151,DETERGENTE BEBE SAPOLIO 450GR PQTX20UND,N/A,ALICORP S.A.A.,20,20
1000024732,2152,DETERGENTE FLORAL SAP. 2KG PQTX6UND,N/A,ALICORP S.A.A.,6,6
1000019463,2153,CERA AUTOB. NEGRA SAP. 300ML CJX36UN,N/A,ALICORP S.A.A.,36,36
1000028589,2157,INSECTICIDA MATA MOSCA SAP. 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000034819,2158,CEPILLO DENT.PREMIUM RT SUAVE CJX6DSP DSPX14U,N/A,ALICORP S.A.A.,6,6
1000009363,2159,DESODORANTE BODY SPRAY AQUA G-MEN 160MLCJX12U,N/A,ALICORP S.A.A.,12,12
1000012343,2160,INSECTICIDA MATA TODO CONTROL SAP.360ML CJX12,N/A,ALICORP S.A.A.,12,12
1000028129,2161,LEJIA ORIG.PATITO 615ML CJX12 UND,N/A,ALICORP S.A.A.,12,12
1000004314,2162,LEJIA ORIG.PATITO 1000ML CJX12 UND,N/A,ALICORP S.A.A.,12,12
1000016707,2163,DEO XTREME MISTERIO AVAL 150ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000002120,2164,ALCOHOL GEL TENDER BABY AVAL 980ML CJX6UND,N/A,ALICORP S.A.A.,6,6
30002600,2165,BETUN NEUTRAL N3 SAP. 50ML CJX144UND,N/A,ALICORP S.A.A.,144,144
1000007598,2166,LIMPIATODO LAVANDA SAPOLIO 900ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028129,2167,DEO XTREME COOL AVAL150ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028129,2171,ALCOHOL EN GEL NAT. AVAL 380ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008829,2205,SACAGRASA NARANJA SAPOLIO 500ML CJX24DPK,N/A,ALICORP S.A.A.,24,24
1000018534,2206,SACAGRASA SAP.LIMON 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000016655,2207,C.D DENTO WHITENING 75ML CJX144UND,N/A,ALICORP S.A.A.,144,144
1000010295,2208,ENJ.BUCAL DENTO XTRA LYPTUS 250ML CJX12,N/A,ALICORP S.A.A.,12,12
1000032002,2209,CEPILLO DENTO PREMIUM RT DURO CJX6DSP DSPX14UND,N/A,ALICORP S.A.A.,6,6
1000028572,2210,CEPILLO DENT.LIMPIALENGUA RT SUAVE CJX6DSP DSPX14U,N/A,ALICORP S.A.A.,6,6
30001508,2211,DESODORANTE SPORT GEOMEN 50ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018366,2212,LIMPIATODO ROSAS SAPOLIO 900ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000016655,2213,LIMPIATODO ORQUIDEA SAPOLIO 900ML CJX12,N/A,ALICORP S.A.A.,12,12
1000018866,2214,LIMPIATODO MANZANA SAPOLIO 900ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000012371,2215,LIMPIATODO ORQUIDEA SAPOLIO 1800ML CJX6,N/A,ALICORP S.A.A.,6,6
1000029670,2216,LIMPIA INODORO POWER PLUS AZUL 500ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007880,2217,LIMPIA INODORO WC PINO VERDE 500ML CJX12,N/A,ALICORP S.A.A.,12,12
1000028585,2218,LIMPIA INODORO FRESH PLUS LIMON 500ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028586,2219,LIMPIA INODORO BLEACH PLUS BLANCO 500ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028458,2220,LIMPIA INODORO FRESH PLUS LIMON 750ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000023530,2221,LIMPIA INODORO FRESH PLUS PINO 750ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000024732,2222,SACAGRASA NARANJA SAP.GT 650ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000012286,2223,LIMPIAMETAL-BRONCE LIQ.280ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028579,2224,AMBIENT.SAP.SPRAY MANZANO EN FLOR 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000012354,2226,BRONCEADOR AVAL ZANAHORIA FPS8 120ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000028859,2227,LIMPIAMUEBLE CREMA LD PREMIO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000023530,2228,JABON LIQ.AVAL LAVANDA 400ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028858,2229,ANTIHONGO SAP.650ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010295,2230,TOALLITA SAP.LIMPIAVIDRIOS LAVANDA CJX24UND,N/A,ALICORP S.A.A.,24,24
1000018352,2231,TOALLITA SAP.LUSTRAMUEBLE CJX24UND,N/A,ALICORP S.A.A.,24,24
30001508,2232,TOALLITA SAP.LIMPIACUERO CJX24UND,N/A,ALICORP S.A.A.,24,24
1000029697,2233,MOPI TRAPEADOR MICROF.VERDE C/PALO SAP.X6UND,N/A,ALICORP S.A.A.,6,6
1000032002,2234,DETERG.LIQ.SAP.FERIA FLORES 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000024723,2238,BONIF JAB.AVAL LIMPIEZA HIDRATANTE 120GR (X1 CJA INSECT),N/A,ALICORP S.A.A.,1,1
1000012354,2239,BONIF AVAL LIMPIEZA HIDRAT.120GR(X1CJA LEJIA),N/A,ALICORP S.A.A.,1,1
1000035866,2300,BONIF PACK(3) JAB AVENA AVAL 120 GR (X20 UND INSECT),N/A,ALICORP S.A.A.,1,1
1000008167,2302,SILICONA SPRAY SAP.CHERRY AUTO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010077,2303,SILICONA SPRAY SAP.LAVANDA AUTO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
30003984,2304,SILICONA SPRAY SAP.ANTITABACO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000024723,2305,AMBIENTADOR SAP. SPRAY BRISA HAWAII 360ML CJX12,N/A,ALICORP S.A.A.,12,12
1000028760,2306,SAP. AMB.ELECT.MAQUINA P.FLORES 40ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000028859,2307,SAPOLIO AMB.ELECT.MAQUINA BEBE 40ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000008730,2308,SAP.PULSO MAQUINA BRISA MARINA 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
30003902,2309,DETERGENTE LIQUIDO SAPOLIO TERNURA 1LTX12UND,N/A,ALICORP S.A.A.,12,12
1000028587,2310,AMOR TOALLITA BEBE PIEL SENS.CJX12PACKX100UND,N/A,ALICORP S.A.A.,12,12
1000012275,2311,ENJ. BUCAL DENTO EUCALIPTO 500MLX12UND,N/A,ALICORP S.A.A.,12,12
1000018847,2312,LIMPIA INODORO WC CANASTA LAVANDA 35GRX6UND,N/A,ALICORP S.A.A.,6,6
1000011384,2313,LIMPIA INODORO WC CANASTA PINO RPTOX2 35GRX12UND,N/A,ALICORP S.A.A.,12,12
1000018636,2314,PASTILLA INODORO WC LAVANDA RPTOX2 35GRX12UND,N/A,ALICORP S.A.A.,12,12
1000032177,2315,LIMPIA INODORO WC CANASTA LAVANDA RPTOX2 35GRX12UN,N/A,ALICORP S.A.A.,12,12
1000028662,2316,ESPONJA FIBRA VERDE SAP.12 DPSX12UND,N/A,ALICORP S.A.A.,144,144
1000012329,2317,ESPONJA FIBRA NARANJA SAPOLIO DSPX2 144 UND,N/A,ALICORP S.A.A.,144,144
1000009232,2318,ESPONJA FIBRA NEGRO SAPOLIO DSPX2 144UND,N/A,ALICORP S.A.A.,144,144
1000032002,2319,ESPONJA CLASICA ECO VERDE CJX288UND,N/A,ALICORP S.A.A.,288,288
1000034819,2320,ESPONJA SALVAUÑA NARANJA SAP.CJX96PACKX3UND,N/A,ALICORP S.A.A.,96,96
1000018671,2321,CERA LIQUIDA AUTO SAP. 500ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008721,2322,AROMATIZADOR COMPUTARIZADO+RPTO 240ML CJX4UND,N/A,ALICORP S.A.A.,4,4
1000035866,2323,AMBIENTADOR SAP. 3TIEMPOS +RPTO 240ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000028136,2324,AMBIENTADOR RPTO LAVANDA 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010077,2325,AMBIENTADOR RPTO POTPURRI 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018534,2326,AMBIENTADOR LIQ.TELA ROSAS 300ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008893,2327,AMBIENTADOR ALFOMBRA F.LIMON SAP 500GR CJX6UND,N/A,ALICORP S.A.A.,6,6
1000016655,2328,SAP.PULIDOR RPTO POLVO BAÑO 450GR CJX24UND,N/A,ALICORP S.A.A.,24,24
1000002120,2329,BLOQUEADOR SUN FPS 50 AVAL 170ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000009263,2330,BONIF INSECTICIDA CASAYJARDIN 360ML(X20 CJS),N/A,ALICORP S.A.A.,1,1
1000021982,2331,BETUN SAP.MARRON 22ML-18GRX18DSPX24UND,N/A,ALICORP S.A.A.,18,18
1000004065,2332,JAB LIQ.ANTIBACT.VAINILLA AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008739,2333,JAB LIQ.ANTIBACT.F.ROJOS AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000034819,2334,JAB LIQ.ANTIBACT.FRESCO EUC. AVAL 800ML CJX12,N/A,ALICORP S.A.A.,12,12
1000028458,2335,JAB LIQ.ANTIBACT.PASION CIT.AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000009363,2336,JAB LIQ.ANTIBACT. VAINILLA AVAL 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000018861,2337,ESPUMA AFEITAR MENTOL GEOMEN 200ML CJX12,N/A,ALICORP S.A.A.,12,12
1000007670,2338,ESPUMA AFEITAR GEOMEN SENSIBLE 200MLCJX12,N/A,ALICORP S.A.A.,12,12
1000018974,2351,LAVAVAJILLA PATITO MELL. UVA 180GR CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000024730,2352,LAVAVAJILLA PATITO MELL.LIMON 180GR CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000018534,2353,LAVAVAJILLA PATITO MELL.MANZANA 180GRX12PACK,N/A,ALICORP S.A.A.,12,12
1000019463,2355,LAVAVAJILLA LIMON SAPOLIO 360GR CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010077,2356,CHAMPU CERA AUTO SAP.500ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000020099,2357,LIMPIATAPIZ AUTO SAP.650ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007598,2358,SILICONA AUTO CHICLE GLOBO SAP.360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000016655,2359,SAP.DESINFECTANTE AMB.BEBE 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028584,2360,DESINFECT.SAP MULTISUPERF.LAVANDA 360MLCJX12,N/A,ALICORP S.A.A.,12,12
1000028572,2361,LIMPIATODO LAVANDA SAPOLIO 250ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000011384,2362,LUSTRAMUEBLE LAVANDA PREMIO 280ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018352,2363,LAVAVAJILLA CREMA PATITO UVA 900GR CJX6UND,N/A,ALICORP S.A.A.,6,6
1000007880,2364,JAB.AVAL AVENA NUTRITIVA 120GR CJX90UND,N/A,ALICORP S.A.A.,90,90
1000028572,2365,JAB.AVAL FRESCURA NATURAL 120GR CJX90 UND,N/A,ALICORP S.A.A.,90,90
1000012341,2366,JAB.AVAL LIMPIEZA HIDRATANTE 120GR CJX90UND,N/A,ALICORP S.A.A.,90,90
1000019463,2367,AMBIENTADOR RPTO J.ROSAS 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000031176,2368,INSECTICIDA MATA MOSCA S/OLOR SAP 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
30002575,2374,DESATORADOR COCINA LIQ.SAP 1893ML CJX6UND,N/A,ALICORP S.A.A.,6,6
1000018617,2375,INSECTICIDA MATAACAROS SAP 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028760,2376,LIMPIATODO LAVANDA SAP.648ML CJX15UND,N/A,ALICORP S.A.A.,15,15
1000010013,2377,AMBIENTADOR SPRAY SAP A.BOSQUE 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
30003984,2378,SAPOLIO PULSO RPTO P.FLORES 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000016655,2379,SAPOLIO PULSO RPTO VAINILLA 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007670,2380,LUSTRAMUEBLE LIMON PREMIO 280ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028794,2424,DETERGENTE SAPOLIO FLORAL 4KG BOLSAX4UND,N/A,ALICORP S.A.A.,4,4
1000009363,2425,DETERGENTE SAPOLIO LIMON 6KG PQTX2UND,N/A,ALICORP S.A.A.,2,2
1000018861,2426,QUITAMANCHA ROPA COLOR SAP.1893ML CJX6UND,N/A,ALICORP S.A.A.,6,6
30002317,2454,SAP.PULIDOR RPTO POLVO COCINA 450GR CJX24UND,N/A,ALICORP S.A.A.,24,24
1000012371,2455,HAND ALCOHOL GEL NATURAL AVAL 380ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008558,2456,CERA PASTA ROJA SAPOLIO 3785 ML CJX4UND,N/A,ALICORP S.A.A.,4,4
1000001852,2457,LUSTRAMUEBLE RASGUÑOS PREMIO 280ML CJX12,N/A,ALICORP S.A.A.,12,12
1000012343,2458,LUSTRAMUEBLE ALMENDRA PREMIO 300ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000009584,2459,LUSTRAMUEBLE ACEITE PREMIO 300ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018861,2462,LEJIA SAPOLIO LAVANDA 640ML CJX15UND,N/A,ALICORP S.A.A.,15,15
1000020428,2465,LIMPIAMETAL LIQUIDO PLATEX 280ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007598,2466,DETERGENTE SAPOLIO BEBE 2KG BOLSAX6UND,N/A,ALICORP S.A.A.,6,6
1000011855,2467,DETERGENTE SAPOLIO BEBE 4KG BOLSAX4UND,N/A,ALICORP S.A.A.,4,4
1000024166,2468,DETERGENTE SAPOLIO FLORAL 6KG BOLSAX2UND,N/A,ALICORP S.A.A.,2,2
1000018366,2469,DETERGENTE SAPOLIO BEBE 6KG BOLSAX2UND,N/A,ALICORP S.A.A.,2,2
1000012077,2470,LIBRE ENJUAGUE LAVANDA AMOR 1LT CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028578,2471,LIBRE ENJUAGUE BEBE AMOR 1LT CJX12UND,N/A,ALICORP S.A.A.,12,12
1000012262,2472,ENJ.BUCAL DENTITO CHICLE GLOBO 250ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018310,2473,LIMPIA INODORO FP LIMON DPK 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
30002317,2474,LIMPIA INODORO FP PINO VRDE DPK 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000024166,2475,PULSO RPTO SAP.LAVANDA 12ML PACKX3 CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000007672,2476,PULSO RPTO SAP.FLORES 12ML PACKX3 CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000009232,2477,PULSO RPTO SAP.J.ROSAS 12ML PACKX3 CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000007672,2478,PULSO RPTO SAP.BRISA MARINA 12ML PACKX3 CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000010295,2523,NEUTRALIZADOR OLOR BAÑO SAP.360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007527,2524,LIMPIATODO FLORAL SAPOLIO 648ML CJX15UND,N/A,ALICORP S.A.A.,15,15
1000034830,2525,LIMPIATODO BEBE SAPOLIO 648ML CJX15UND,N/A,ALICORP S.A.A.,15,15
1000019463,2526,LAVAVAJILLA SAPOLIO LIMON 550GR CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008558,2527,RENOVADOR LLANTA SAPOLIO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028589,2528,AMBIENTADOR SAP.SPRAY BRISA MARINA 360ML CJX12U,N/A,ALICORP S.A.A.,12,12
1000020099,2529,SUAVIZANTE FRESCURA NAT.AMOR 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000001852,2530,SUAVIZANTE DELICIAS LAVANDA AMOR 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000024732,2531,SUAVIZANTE ARRULLO BEBE AMOR 450ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000018861,2532,SUAVIZANTE LAVANDA AMOR 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000021615,2533,SUAVIZANTE ARULLOS BB AMOR 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000012434,2534,LIBRE ENJ.B.FLORES AMOR 80ML CJX6TIRASX12UND,N/A,ALICORP S.A.A.,6,6
1000011855,2535,SUAVIZANTE ARRULLOS BB AMOR 1LT CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008730,2538,DETERGENTE SAPOLIO MAXIMO PODER 14KG,N/A,ALICORP S.A.A.,1,1
1000028586,2539,AMBIENTADOR ROPA LIMPIA SAP.SPRAY 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018366,2543,C.D DENTO PACK X12 SURTIDO CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000009039,2545,GEL DENTITO BABY 60ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018687,2546,AMBIENT.SAP.SPRAY MANZANAYCANELA 360MLCJX12UND,N/A,ALICORP S.A.A.,12,12
1000008859,2547,SUAVIZANTE FRESCURA NATURAL AMOR 5LTCJX4UND,N/A,ALICORP S.A.A.,4,4
1000002120,2563,PASTILLA TANQUE AZUL SAP.45GRX2 CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010295,2568,LAVAVAJILLA SAP.LIMON ANTIB.800GR CJX6UND,N/A,ALICORP S.A.A.,6,6
1000007527,2570,SAP.PULSO MAQUINA POTPURRI FLORES 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018866,2602,DETERGENTE SAPALIO BEBE 800GR PQTX15UND,N/A,ALICORP S.A.A.,15,15
1000034830,2623,JAB LIQ.ANTIBACT FRESCO EUC. AVAL 5LT CJX4UND,N/A,ALICORP S.A.A.,4,4
1000028586,2624,DETERGENTE SAPOLIO LIMON 8KG BOLSX2UND,N/A,ALICORP S.A.A.,2,2
1000035585,2630,LAVAVAJILLA LIQUID.LIMON SAP 1250 MLCJX6UND,N/A,ALICORP S.A.A.,6,6
1000011855,2635,INSECTICIDA MATAPULGAS SAP.360 CJX12UND,N/A,ALICORP S.A.A.,12,12
1000019381,2636,LIMPIATODO BEBE SAPOLIO 250ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000007926,2637,AMBIENTADOR SAP.SPRAY MELON 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
30002575,2638,LAVAVAJILLA LIMON SAP.180GR CJX24UND,N/A,ALICORP S.A.A.,24,24
1000023530,2639,JAB.LIQ.LAVANDA CLASIC AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000010077,2640,JAB.LIQ.ROSA CLASIC AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000009232,2641,JAB.LIQ.FRESCO LIMON AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008730,2642,JAB.LIQ.MANZANA CLASIC AVAL 800ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000004006,2658,C.D DENTO T.ACCION 75ML CJX8PACKX13UND,N/A,ALICORP S.A.A.,8,8
1000012275,2663,ACIDO MURIATICO SAPOLIO 980ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000009913,2666,C.D DENTO MENTA 75ML CJX8PACKX13UND,N/A,ALICORP S.A.A.,8,8
1000008167,2668,ESPONJA DE CALZADO SAP NEGRO CJX24UND,N/A,ALICORP S.A.A.,24,24
1000028588,2672,JAB.LIQ MANZANA AVAL 400ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007527,2690,DEOCOLOGNE FANTASY AVAL 150ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008893,2691,DEO XTREME ELEGANT AVAL 150ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028129,2692,DETERGENTE LIQUID.LIMON SAP 1LT CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028579,2693,DETERGENTE LIQUID.FLORES SAP.1LT CJX12UND,N/A,ALICORP S.A.A.,12,12
1000007527,2694,DETERGENTE LIQUID.FRESCO LIMON 5L CJX4UND,N/A,ALICORP S.A.A.,4,4
1000004065,2695,QUITAMANCHA ROPA COLOR 550GR CJX12UND,N/A,ALICORP S.A.A.,12,12
30007082,2707,LUSTRAMUEBLE LIMON PREMIO 360ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000018866,2708,SUAVIZANTE CLASICO LAVANDA AMOR 1LT CJX12,N/A,ALICORP S.A.A.,12,12
1000004065,2735,AMBIENTADOR SAP.3TIEMPOS+RPT LAV.240ML CJX16,N/A,ALICORP S.A.A.,6,6
1000028129,2736,DEO XTREME SEXY AVAL 150ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000028662,2756,C.D DENTO BLANCURA NAT.75ML CJX144UND,N/A,ALICORP S.A.A.,144,144
1000010013,2766,QUITAMANCHA ROPA COLOR 265ML CJX24UND,N/A,ALICORP S.A.A.,24,24
1000008739,2770,BETUN NEGRO SAPOLIO 88ML CJX12DSPX12UND,N/A,ALICORP S.A.A.,12,12
1000019463,2771,BETUN NEGRO SAPOLIO 42ML CJX12DSX12UND,N/A,ALICORP S.A.A.,12,12
1000034819,2785,JAB.LIQ.ANTIBACT.FRESCURA EUC AVAL 260ML CJX12,N/A,ALICORP S.A.A.,12,12
1000009913,2786,JAB.LIQUID.ANTIBACT.FRUTOS ROJOS 260ML CJX12,N/A,ALICORP S.A.A.,12,12
1000018534,2787,JAB.LIQUID.ANTIBACT.FRUT ROJOS AVAL 1LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000028587,2788,JAB.LIQUID.ANTIBACT.EUCALIPTO AVAL 1LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000019379,2789,JAB.LIQUID.ANTIBACT.AQUA MARINA AVAL 1LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000012287,2790,JAB.LIQUID.ANTIBACT.FERIA D FLORES 1L AVAL CJX6UND,N/A,ALICORP S.A.A.,6,6
1000024732,2791,LIMPIATODO LAVANDA SAPOLIO 1800LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000028858,2792,LIMPIATODO FLORAL SAPOLIO 1800LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000010077,2793,LIMPIATODO BEBE SAPOLIO 1800LT CJX6UND,N/A,ALICORP S.A.A.,6,6
1000031176,2794,AMBIENTADOR RPTO BEBE 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000032177,2795,AMBIENTADOR RPTO ANTITABACO 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000024730,2796,AMBIENTADOR RPTO V.FRANCESA 240ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008730,2797,SAPOLIO PULSO MAQUINA LAVANDA 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000008558,2798,PULSO RPTO SAP J.ROSAS 12ML PACKX2 CJX12PACK,N/A,ALICORP S.A.A.,12,12
1000018352,2799,DISPENSADOR PROG.+ RPT LAV .SAP 240MLCJX6UND,N/A,ALICORP S.A.A.,6,6
1000008802,2800,LAVAVAJILLA LIQUID.LIMON SAP 300ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000024166,2801,SAPOLIO PULSO RPTO LAVANDA 12ML CJX12UND,N/A,ALICORP S.A.A.,12,12
1000029956,2807,ENJ.BUCAL DENTO MENTA GLACIAL 50ML CJX6DSPX24UND,N/A,ALICORP S.A.A.,144,144
1000019463,2809,CEPILLO DENT.LIMPIALENGUA RT MEDIO CJX6DSPX14UND,N/A,ALICORP S.A.A.,6,6
