COD_PROD,DESC_PROD,EAN_13,CATEGORIA_PROD,FAMILIA_PROD,MARCA_PROD,SEGMENTO_PROD,UND_X_CAJA,PESO_X_UND,PRESENTACION_PROD,ESTADO_PROD
0,No Definido,No Definido,No Definido,No Definido,No Definido,No Definido,0,0.0,No Definido,0.0
09836,SUAVISS FLORES SILVESTRES 1L. 6BOT,0.0,Suavizantes,Suaviss Clasico Flores Silvestres,Suaviss,Value,6,1.0,1L,0.0
11110,PASTA. ALIANZ ENTREF DELG #48 10K,7750243422475,Pastas,Alianza Clasico,Alianza,Core,1,10.0,10kg,0.0
11118,PASTA. ALIANZ ENTREF GRUE #50 10K,7750243422499,Pastas,Alianza Clasico,Alianza,Core,1,10.0,10kg,0.0
12258,PASTA. VICTORIA MACARRONES #46 10KG,7750243422567,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
13801,PASTA. ESPIGA DE ORO SPAGUE. 500G 20BOL,7750243023696,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,450g,O
13803,PASTA. ESPIGA DE ORO TALLAR 500G 20BOL,7750243023702,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,450g,O
13809,PASTA. ESPIGA DE ORO CANUT.CH 250G 20BOL,7750243023450,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
13817,PASTA. ESPIGA DE ORO COD.RAY 250G 20BOL,7750243023870,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,225g,N
13821,PASTA. ESPIGA DE ORO TORNILL 250G 20BOL,7750243023887,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,225g,Z1
1408,ACEIT. CAPRI 500CC 48BLS,0.0,Aceites,Capri Domestico,Capri,Core,24,0.458,500mL,O
15160,PASTA. NICOLINI FETTUC. HUE 500GR 20BOL,7750243002769,Pastas,Nicolini Alhuevo,Nicolini,Core,20,0.5,500g,O
16104,PASTA. LAVAG SPAGUETTI 500GR 20BOL,0.0,Pastas,Lavaggi Clasico,Lavaggi,Core,20,0.5,450g,O
16136,PASTA. LAVAG TALLARIN 500GR 20BOL,0.0,Pastas,Lavaggi Clasico,Lavaggi,Core,20,0.5,500g,O
17211,HARIN. VICTORIA WAWA T. 25K,7750243005722,Harinas,Victoria Panadera,Victoria,AASS Panificación,1,25.0,25kg,0.0
17459,HARIN. BN INDUSTRIAL PP 50K,7750243050944,Harinas,IP Galletera,IP,AASS Industrias,1,50.0,50kg,0.0
17548,HARIN. NICOLINI INDUSTRIAL A GRANEL,7750243419161,Harinas,IP Panadera,IP,AASS Industrias,1,1.0,Granel,0.0
17571,HARIN. NICOLINI PULSO SUR T. 50K,7750243024723,Harinas,Nicolini Panadera,Nicolini,AASS Panificación,1,50.0,50kg,0.0
17630,HARIN. IND PARTNERS INTEGRAL PP 25K,7750243032780,Harinas,IP Integral,IP,AASS Industrias,1,25.0,25kg,0.0
17631,HARIN. NICOLINI TROPICALIZADA.PP 50K,7750243024785,Harinas,Nicolini Panadera,Nicolini,AASS Panificación,1,50.0,50kg,O
17633,HARIN. NICOLINI FIDEERA PP. 50K,7750243025195,Harinas,IP Fideera,IP,AASS Industrias,1,50.0,50kg,0.0
17638,HARIN. NICOLINI WONG PP. 50K,7750243025256,Harinas,IP Panadera,IP,AASS Industrias,1,50.0,50kg,0.0
17639,HARIN. IND PARTNERS PANETONE GIA.PP 50K,7750243025263,Harinas,IP Panetonera,IP,AASS Industrias,1,50.0,50kg,E
17640,HARIN. NICOLINI PANETONER PP. 50K,0.0,Harinas,Nicolini Panadera,Nicolini,AASS Panificación,1,50.0,50kg,O
17641,HARIN. IND PARTNERS GI PP. 50K,7750243025287,Harinas,IP Panetonera,IP,AASS Industrias,1,50.0,50kg,E
17660,HARIN. NICOLINI INDUSTR PP. 50K,7750243050951,Harinas,IP Panadera,IP,AASS Industrias,1,50.0,50kg,0.0
17668,HARIN. DE TRIGO GALLET.IND.PARTNERS.50K,7750243459693,Harinas,IP Galletera,IP,AASS Industrias,1,50.0,50kg,0.0
17669,HARINA NICOLINI G.K.-P 50K,0.0,Harinas,IP Galletera,Nicolini,AASS Panificación,1,50.0,50kg,O
17812,PR.MEZ EXPERT MUFFINS 10K,0.0,Pre Mezclas,Experta Industrial P,Experta,AASS Panificación,1,10.0,10kg,O
17815,PR.MEZ EXPERT INTEGRAL 25K,0.0,Pre Mezclas,Experta Industrial P,Experta,AASS Panificación,1,25.0,25kg,O
17838,PR.MEZ EXPERT PANET 25K,0.0,Pre Mezclas,Experta Industrial P,Experta,AASS Panificación,1,25.0,25kg,O
17841,PR.MEZ EXPERT KEKE 10K,0.0,Pre Mezclas,Experta Industrial P,Experta,AASS Panificación,1,10.0,10kg,O
17910,MOYUE. NICOLINI PP. 30K,7750243417440,Harinas,Derivados de Trigo,Nicolini,AASS Panificación,1,30.0,30kg,0.0
17920,SALVA. NICOLINI PP 25K,7750243417457,Harinas,Derivados de Trigo,Nicolini,AASS Panificación,1,25.0,25kg,0.0
17922,SALVA. NICOLINI GRU.PP 20K,7750243002387,Harinas,Derivados de Trigo,Nicolini,AASS Panificación,1,20.0,20kg,0.0
17930,GERME. DE TRIGO PPL 50K,0.0,Harinas,Derivados de Trigo,Nicolini,AASS Panificación,1,50.0,50kg,AP
18110,HARIN. BLANC FLOR PREP. 1K 12BOL,7750243006880,Harinas,Blanca Flor Domestic,Blanca Flor,Core,12,1.0,1kg,0.0
18216,HARIN. FAVORITA PREP. 1K 6BOL,0.0,Harinas,Favorita Domestica,Favorita,Core,6,1.0,1kg,O
18226,HARIN. FAVORITA SIN PREP. 1K 6BOL,7750243253031,Harinas,Favorita Domestica,Favorita,Core,6,1.0,1kg,O
18231,HARIN. FAVORITA SIN PREP.COC. 180G 18BOL,0.0,Harinas,Favorita Domestica,Favorita,Core,18,0.18,250g,O
18515,HARIN. NICOLINI PREP. 1KG 6BOL,7750243002516,Harinas,Nicolini Domestica,Nicolini,Core,6,1.0,1kg,O
18525,HARIN. NICOLINI SIN PREP. 1KG 6BOL,7750243002509,Harinas,Nicolini Domestica,Nicolini,Core,6,1.0,1kg,O
18740,CHUÑO NEGRIT 180GR 12BOL,7750243014922,Ayudas Culinarias,Umsha Chuño,Umsha,Core,12,0.18,180g,O
18785,MAICE. NEGRIT 180GR 12BOL,7750243014915,Ayudas Culinarias,Umsha Maicena,Umsha,Core,12,0.18,180g,O
18951,VAINI. NEGRIT 30ML 12BOT 24DSP,7750243012799,Rellenos y Cobertura,Umsha Vainilla,Umsha,Core,288,0.032,30mL,O
18956,VAINI. NEGRIT 90ML 12BOT 12DSP,7750243011884,Rellenos y Cobertura,Umsha Vainilla,Umsha,Core,144,0.095,90mL,O
18972,VAINI. NEGRIT 1L 1BOT,7750243023382,Rellenos y Cobertura,Negrita Vainilla Ind,Negrita,AASS Panificación,12,1.05,1L,O
19244,SEMOL. LAVAG 200G 20BOL,0.0,Semolas,Lavaggi Clasico,Lavaggi,Core,20,0.2,200g,O
19311,SEMOL. NICOLINI PP. 10K,7750243257442,Semolas,Nicolini Clasico,Nicolini,Core,1,10.0,10kg,O
19344,SEMOL. NICOLINI BOB. 200G 20BOL,7750243018500,Semolas,Nicolini Clasico,Nicolini,Core,20,0.2,200g,O
204441,ACEITE CRUDO DE SOYA - FV,0.0,Soya,Soybean oils (SBO),Fino,Molienda Soluciones Nutricionales,1,1.0,Granel,O
204468,HARINA INTEGRAL DE SOYA,0.0,Soya Full Fat,Full fat meals (FF),Fino,Molienda Soluciones Nutricionales,1,1.0,50kg,O
204469,TORTA DE SOYA BOLIVIANA A GRANEL - FV,0.0,Soya,Soybean meals (SBM),Fino,Molienda Soluciones Nutricionales,1,1.0,Granel,O
204470,SOYA BOLIVIANA EN SACOS - FV,0.0,Soya,Soybean meals (SBM),Fino,Molienda Soluciones Nutricionales,1,1.0,50kg,O
204472,SOYA BOLIVIANA ENSACADA,0.0,Soya,Soybean meals (SBM),Fino,Molienda Soluciones Nutricionales,1,1.0,50kg,O
204792,GRANO DE SORGO A GRANEL,0.0,Grano Industrial SSC,Soybean seeds,Fino,Molienda Soluciones Nutricionales,1,1.0,Granel,O
209177,TORTA DE GIRASOL A GRANEL,0.0,Girasol,Sunflower meals (SFM,Fino,Molienda Soluciones Nutricionales,1,1.0,Granel,O
2101,ACEIT. FRIOL 200CC 24BOT,7750243004411,Aceites,Friol Domestico,Friol,Core,24,0.183,200mL,O
2108,ACEIT. FRIOL 500CC 24BOT,0.0,Aceites,Friol Domestico,Friol,Core,24,0.458,500mL,O
2111,ACEIT. FRIOL SOYA 1LT 12BOT,7750243002455,Aceites,Friol Domestico,Friol,Core,12,0.916,1L,O
22223,GALLE. VICT AGUA SUA 25UND 20PQT,7750243024167,Galletas,Victoria Agua,Victoria,Value,20,0.15,150g,O
22251,GALLE. VICT AGUA SUA 3KG 1 CJA,7750243009089,Galletas,Victoria Agua,Victoria,Value,1,3.0,3kg,0.0
23014,GALLE. VICT SODA ROY 6PQT 21PCK,0.0,Galletas,Victoria Soda,Victoria,Core,21,0.168,35g,O
23342,GALL GLACITAS FRESA EXP 32GR 6PQT 24PCK,7750243031301,Galletas,Glacitas Clasica,Victoria,Core,24,0.192,32g,0.0
23344,GALL GLACITAS CHOCO EXP 32GR 6PQT 24PCK,7750243031332,Galletas,Glacitas Clasica,Victoria,Core,24,0.192,32g,0.0
23345,GALL GLACITAS CHOCN EXP 32GR 6PQT 24PCK,7750243031349,Galletas,Glacitas Clasica,Victoria,Core,24,0.192,32g,0.0
23346,GALL GLACITAS TOFFEE EXP 32GR 6PQT 24PCK,7750243031318,Galletas,Glacitas Clasica,Victoria,Core,24,0.192,32g,0.0
24716,GALL VICT CHOCOBUM 33.5GR 6PQT 8PCK,7750243164566,Galletas,Chocobum Clasica,Victoria,Core,8,0.201,33.5g,Z4
26416,GALLE. VICT DIVAS 6PQT 8PCK,7750243022903,Galletas,Divas Clasica,Victoria,Core,8,0.204,34g,EA
26600,GALLE. VICT WAZZU 6PQT 20PCK,7750243000437,Galletas,Wazzu Clasica,Victoria,Core,20,0.174,174g,O
26602,GALLE. VICT WAZZU 20PQT 8DSP,7750243000482,Galletas,Wazzu Clasica,Victoria,Core,8,0.58,174g,O
29113,FID.DON VITTORIO SPAGH.EXP.400G 24BOL,7750243286145,Pastas,Don Vittorio Clasico,Don Vittorio,Core,24,0.4,400g,0.0
29116,FID.DON VITTORIO SPAG.#5 200G.30BOL EX,7750243016117,Pastas,Don Vittorio Clasico,Don Vittorio,Core,30,0.2,200g,0.0
29135,FID.DON VITTORIO TALLA.87 EXP.400G24BOL,7750243286152,Pastas,Don Vittorio Clasico,Don Vittorio,Core,24,0.4,400g,0.0
29158,FID.DON VITTORIO CAB.ANGEL EX.400G24BOL,7750243286169,Pastas,Don Vittorio Clasico,Don Vittorio,Core,24,0.4,400g,0.0
29314,FID.DON VITTORIO ESPIRAL.EXP.400G 12BOL,7750243286138,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
29333,FID.DON VITTORIO QUIF/CO.RA.EX.400G12BOL,7750243294881,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
29337,FID.DON VITTORIO RIGATONI EXP.400GR12BOL,7750243294867,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
29369,FID.DON VITTORIO CANUTO CH.EX 400GR12BOL,7750243294874,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
29534,FID.DON VITTORIO CORBA.CH. EXP 400G12BOL,7750243286176,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
29540,FID.DON VITTORIO CORBA.GR.EXP.400G12BOL,7750243286183,Pastas,Don Vittorio Clasico,Don Vittorio,Core,12,0.4,400g,0.0
3001006,ACEIT. PRIMOR FS 5L 4BDN,7750243044318,Aceites,Primor FS,Primor,AASS Gastronomía,1,4.578,5L,O
3001008,ACEIT. PRIMOR FS 5L 4BDN,7750243055680,Aceites,Primor FS,Primor,AASS Gastronomía,1,4.578,5L,0.0
3002006,ACEIT. CAPRI FS 5L 4BDN,7750243044325,Aceites,Capri FS,Capri,AASS Gastronomía,1,4.578,5L,O
3002007,ACEIT. CAPRI FS 5L 4BDN,7750243057547,Aceites,Capri FS,Capri,AASS Gastronomía,1,4.578,5L,0.0
3003007,ACEIT. COCINERO FS 20L 1BLD,7750243027816,Aceites,Cocinero FS,Cocinero,AASS Gastronomía,1,18.31,20L,0.0
3003010,ACEIT. COCINERO FS 5L 1BDN,7750243040471,Aceites,Cocinero FS,Cocinero,AASS Gastronomía,4,4.578,5L,O
3003013,ACEIT. COCINERO FS 5L 4BDN,7750243055703,Aceites,Cocinero FS,Cocinero,AASS Gastronomía,1,4.578,5L,0.0
3003900,ACEIT. COCINERO PI. FS 20L 1BLD,7750243050296,Aceites,Cocinero FS,Cocinero,AASS Gastronomía,1,18.31,20L,O
3004100,ACEIT. CRISOL MULTIUSOS FS 20LT 1BLD,0.0,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,O
3004102,ACEIT. CRISOL GRANEL GIRASOL,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,0.0
3004103,ACEIT. CRISOL GRANEL SOYA,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,0.0
3004105,ACEIT. CRISOL SALSAS INSUP FS 20L 1BLD,0.0,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,O
3004106,ACEIT. IND PARTNERS GRANEL CISTERNA,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004110,ACEIT. CRISOL GIRASOL 1BIN 1365L,7750243032278,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1250.0,1365L,0.0
3004111,ACEIT. CRISOL SOYA 1BIN 1365L,7750243032285,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1250.0,1365L,0.0
3004112,ACEIT. CRISOL SOYA 1BIN CA 1T,7750243074407,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1000.0,1365L,AP
3004113,ACEIT. CRISOL FRIT INTENS FS 20L 1BLD,0.0,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,O
3004115,ACEIT. CRISOL FRIT INTENS PRE FS 20L BLD,7750243041409,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.312,20L,O
3004116,ACEIT. CRISOL VEGET MULTIUS 3L 4BDN,0.0,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,2.747,3L,O
3004117,ACEIT. CRISOL O 1BIN 1.25TM,7750243044806,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1250.0,1365L,0.0
3004118,ACEIT. CRISOL O CISTERNA,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004119,ACEIT. CRISOL FRIT INTENS FS 20L 1BLD,7750243050128,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,0.0
3004120,ACEIT. CRISOL FRIT INTENS PREM 20L 1BLD,7750243050135,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.312,20L,O
3004121,ACEIT. CRISOL DE PALMA TBHQ,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004122,ACEIT. CRISOL DE PALMA GRANEL,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004123,ACEIT. CRISOL MULTIUSOS FS 20LT 1BLD,7750243041249,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,0.0
3004124,ACEIT. CRISOL SALSAS INSUP FS 20LT 1BLD,7750243049399,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,O
3004125,ACEIT. CRISOL OLEÍNA GRANEL,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004127,ACEITE GRANEL CRISOL SOYA BLANQUEADA,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,O
3004135,ACEIT. DE PALMA CRISOL TBHQ RSPO,0.0,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1.0,Granel,0.0
3004137,ACEIT. CRISOL GIRASOL 1BIN CA 1T,7750243074421,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,1000.0,1365L,AP
3005000,ACEIT. CRISOL VEGET SUPER G 20LT 1BLD,7750243051033,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,18.31,20L,O
3005014,ACEIT. CRISOL GIRASOL 20L 1BLD,7750243037976,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,O
3005015,ACEITE CRISOL OLEÍNA DE PALMA 20L 1BLD,7750243037983,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.31,20L,0.0
3005016,ACEIT. CRISOL SOYA 20L 1BLD,7750243038492,Aceites,Crisol Industrias,Crisol,AASS Industrias,1,18.31,20L,0.0
3005017,ACEITE VEGETAL DE GIRASOL CRISOL 20L,7750243064255,Aceites,Crisol FS,Crisol,AASS Gastronomía,1,18.4,20L,0.0
3005019,ACEIT. COCINERO FS 20L 1CJA CBB,7750243076180,Aceites,Cocinero FS,Cocinero,AASS Gastronomía,1,18.4,20L,0.0
3006007,ACEIT. FRIOL FS PET 5LT 4BDN,7750243035224,Aceites,Friol FS,Friol,AASS Gastronomía,1,4.578,5L,O
3006009,ACEIT. FRIOL SOYA FS 18LT 1BLD,0.0,Aceites,Friol FS,Friol,AASS Gastronomía,1,16.481,18L,O
3006010,ACEIT. FRIOL SOYA FS 19LT 1BLD,0.0,Aceites,Friol FS,Friol,AASS Gastronomía,1,17.396,18L,O
3006011,ACEIT. FRIOL FS 18L 1BLD,7750243049344,Aceites,Friol FS,Friol,AASS Gastronomía,1,16.479,18L,0.0
3006012,ACEIT. FRIOL FRITURAS FS 18L 1BLD,7750243053006,Aceites,Friol FS,Friol,AASS Gastronomía,1,16.479,18L,0.0
3006013,ACEIT. FRIOL FS 5L 4BDN,7750243055710,Aceites,Friol FS,Friol,AASS Gastronomía,1,4.578,5L,0.0
3006014,ACEIT. MIRASOL 18L 1BLD,7750243072151,Aceites,Mirasol FS,Mirasol,AASS Gastronomía,1,16.479,18L,0.0
3006015,ACEIT. FRIOL FS 20L 1BLD,7750243072670,Aceites,Friol FS,Friol,AASS Gastronomía,1,18.31,20L,0.0
3007014,ACEITE CIL 3L 6BDN,7750243078498,Aceites,CIL Domestico,CIL,Core,1,2.745,3L,O
3007023,ACEIT. CIL FS 20L 1BLD,7750243029766,Aceites,CIL FS,CIL,AASS Gastronomía,1,18.31,20L,0.0
3007026,ACEIT. CIL FS CC 20LT 1BLD,7750243056878,Aceites,CIL FS,CIL,AASS Gastronomía,1,18.31,20L,0.0
3020010,ACEIT. NORCHEFF VEGETAL 3L 4BDN,7750243037426,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,2.747,3L,O
3020011,ACEIT. NORCHEFF VEGETAL 5L 4BDN,7750243037419,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,4.578,5L,O
3020012,ACEIT. NORCHEFF VEGETAL 18L 1BLD,0.0,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,16.481,18L,O
3020013,ACEIT. COCINERO VEGETAL 3L 4BDN,7750243049825,Aceites,Cocinero Domestico,Cocinero,Core,1,2.747,3L,O
3020014,ACEIT. NORCHEFF FS 18L 1BLD,7750243050937,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,16.479,18L,0.0
3020015,ACEIT. NORCHEFF FS 5L 4BDN,7750243055727,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,4.578,5L,0.0
3020016,ACEIT. NORCHEFF CC SMI 5LT 4BDN,0.0,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,4.578,5L,O
3020017,ACEIT. NORCHEFF FRITURAS 18L 1BLD,7750243057721,Aceites,Norcheff FS,Norcheff,AASS Gastronomía,1,16.479,18L,0.0
3031,SALSA. ALACEN MAYONES 500CC 12BOL,0.0,Salsas,Alacena Mayonesa,Alacena,Core,12,0.475,475g,O
3077,SALSA. ALACEN MAYO LIGHT 500CC 12BOL,0.0,Salsas,Alacena Mayonesa Lig,Alacena,Core,12,0.5,400g,O
3101005,ACEIT. PRIMOR VEGETAL 1LT 12BOT,0.0,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101006,ACEIT. PRIMOR VEGETAL 500ML 24BOT,0.0,Aceites,Primor Domestico,Primor,Core,24,0.458,500mL,O
3101009,ACEIT. PRIMOR OLIV EXTRA VIR 450ML 12BOT,7750243038331,Aceites,Primor Domestico,Primor,Core,12,0.412,450mL,O
3101010,ACEIT. PRIMOR OLIV EXTRA VIR 200ML 24BOT,7750243040662,Aceites,Primor Domestico,Primor,Core,24,0.183,200mL,O
3101011,ACEIT. PRIMOR VEGETAL 1LT 12BOT,7750243042949,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101012,ACEIT. PRIMOR VEGETAL 500ML 24BOT,7750243042956,Aceites,Primor Domestico,Primor,Core,24,0.458,500mL,O
3101013,ACEIT. PRIMOR PREMIUM 1LT 12BOT,7750243042963,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101014,ACEIT. PRIMOR DESARROLL 1LT 12BOT,7750243042970,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101015,ACEIT. PRIMOR CORAZON 1LT 12BOT,7750243044202,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101016,ACEIT. PRIMOR ETIQ NEGR 1LT 12BOT,7750243042949,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101017,ACEIT. PRIMOR DEFENSAS 1LT 12BOT,7750243055611,Aceites,Primor Domestico,Primor,Core,12,0.916,1L,O
3101018,ACEITE PRIM OLIV EQUILIBRADO 1L 12BOTPET,0.0,Aceites,Primor Oliva,Primor,Core,12,0.916,1L,O
3101019,ACEITE PRIM OLIV EQUILIB 500ML 12BOT VDR,0.0,Aceites,Primor Oliva,Primor,Core,12,0.458,500mL,O
3101020,ACEITE PRIM OLIV EQUILIB 250ML 12BOT VDR,0.0,Aceites,Primor Oliva,Primor,Core,12,0.229,250mL,O
3101021,ACEITE PRIMOR OLIVA MEDIO 1 LT 12BOT PET,0.0,Aceites,Primor Oliva,Primor,Core,12,0.916,1L,O
3101022,ACEITE PRIM OLIVA MEDIO 500 ML 12BOT VDR,0.0,Aceites,Primor Oliva,Primor,Core,12,0.458,500mL,O
3101023,ACEITE PRIM OLIVA MEDIO 250 ML 12BOT VDR,0.0,Aceites,Primor Oliva,Primor,Core,12,0.229,250mL,O
3101024,ACEITE PRIM OLIVA INTENSO 1LT 12 BOT PET,0.0,Aceites,Primor Oliva,Primor,Core,12,0.916,1L,O
3101025,ACEITE PRIM OLIV INTENSO 500ML 12BOT VDR,0.0,Aceites,Primor Oliva,Primor,Core,12,0.458,500mL,O
3101026,ACEITE PRIM OLIV INTENSO 250ML 12BOT VDR,7750243059213,Aceites,Primor Oliva,Primor,Core,12,0.229,250mL,O
3101027,ACEITE PRIM OLIV EQUILIB 500ML 12BOT PET,0.0,Aceites,Primor Oliva,Primor,Core,12,0.458,500mL,O
3101028,ACEITE PRIM OLIV EQUILIB 250ML 12BOT PET,7750243059237,Aceites,Primor Oliva,Primor,Core,12,0.229,250mL,O
3101029,ACEITE PRIM OLI EQUI TERMOFDO 13ML x 400,0.0,Aceites,Primor Oliva,Primor,Core,400,0.012,13mL,O
3101030,ACEITE PRIM OLI EQUI TERMOFDO 13MLx12x8,0.0,Aceites,Primor Oliva,Primor,Core,8,0.143,13mL,O
3101031,ACEIT. PRIMOR PREMIUM 900ML 12BOT,7750243067997,Aceites,Primor Domestico,Primor,Core,12,0.824,1L,0.0
3101032,ACEIT. PRIMOR 900ML 12BOT,7750243068000,Aceites,Primor Domestico,Primor,Core,12,0.824,1L,Z4
3101033,ACEIT.PRIMOR VEGETAL DEFENSAS 900ML12BOT,0.0,Aceites,Primor Domestico,Primor,Core,12,0.824,1L,O
3101034,ACEIT. PRIMOR VEGETAL CORAZON 900ML12BOT,7750243068024,Aceites,Primor Domestico,Primor,Core,12,0.824,1L,O
3101136,ACEIT. PRIMOR VEGETAL 200 ML 24BOT,7750243072922,Aceites,Primor Domestico,Primor,Core,24,0.183,200mL,O
3101137,ACEIT. PRIMOR 500ML 24BOT,7750243072939,Aceites,Primor Domestico,Primor,Core,24,0.458,500mL,0.0
3101138,ACEIT. PRIMOR VEGETAL PREMIUM 200ML24BOT,7750243072946,Aceites,Primor Domestico,Primor,Core,24,0.183,200mL,O
3101139,ACEIT. PRIMOR PREMIUM 500ML 24BOT,7750243072953,Aceites,Primor Domestico,Primor,Core,24,0.458,500mL,O
3101702,ACEITE PRIMOR 100% SOYA 1.8L 8BOT,7750243059381,Aceites,Primor Domestico,Primor,Core,8,1.652,1.8L,0.0
3102000,ACEIT. CAPRI 500CC 24BOT,7750243039680,Aceites,Capri Domestico,Capri,Core,24,0.458,1L,O
3102100,ACEIT. CAPRI 1LT 12BOT,7750243039697,Aceites,Capri Domestico,Capri,Core,12,0.916,1L,O
3102103,ACEIT. CAPRI 900ML 12BOT,7750243068031,Aceites,Capri Domestico,Capri,Core,12,0.824,1L,0.0
3102704,ACEIT. CAPRI 1.8L 8BOT CBB,7750243059367,Aceites,Capri Domestico,Capri,Core,8,1.656,1.8L,0.0
3103037,ACEIT. COCINERO 500CC 24BOT,7750243034227,Aceites,Cocinero Domestico,Cocinero,Core,24,0.458,500mL,O
3103039,ACEIT. COCINERO 1LT 12BOT,7750243042338,Aceites,Cocinero Domestico,Cocinero,Core,12,0.916,1L,O
3103042,ACEITE COCINERO VEGETAL MAQ 1LT 12BOT,7750243042338,Aceites,Cocinero Domestico,Cocinero,Core,12,0.92,1L,O
3103044,ACEIT. COCINERO 900ML 12BOT,7750243068048,Aceites,Cocinero Domestico,Cocinero,Core,12,0.824,1L,0.0
3103045,ACEIT. COCINERO 900 ML 12BOT (CBB),7750243077958,Aceites,Cocinero Domestico,Cocinero,Core,12,0.828,1L,0.0
3103046,NUEVO ACEITE COCINERO 900ML 12BOT,7750243079310,Aceites,Cocinero Domestico,Cocinero,Core,12,0.824,900mL,Z2
3103705,ACEIT. COCINERO 1.8L 8BOT,7750243059374,Aceites,Cocinero Domestico,Cocinero,Core,8,1.656,1.8L,0.0
3104000,ACEITE ÚNICO 12 BOT 1L,0.0,Aceites,Unico FS,Unico,AASS Gastronomía,12,0.916,1L,O
3104001,ACEIT. ÚNICO 900 ML 12 BOT,7750243071017,Aceites,Unico FS,Unico,AASS Gastronomía,12,0.824,900mL,0.0
3106005,ACEIT. FRIOL SOYA 200CC 24BOT,7750243004411,Aceites,Friol Domestico,Friol,Core,24,0.183,200mL,AP
3106006,ACEITE FRIOL VEGETAL SOYA 900ML 12BOT,7750243064903,Aceites,Friol Domestico,Friol,Core,12,0.824,900mL,O
3106103,ACEITE FRIOL SOYA 1LT 12BOT,7750243059404,Aceites,Friol Domestico,Friol,Core,12,0.92,1L,O
3107041,ACEIT. CIL FS EURO 5LT 1BDN,7750243029995,Aceites,CIL FS,CIL,AASS Gastronomía,4,4.578,5L,O
3107044,ACEIT. CIL 200CC 24BOT,0.0,Aceites,CIL Domestico,CIL,Core,24,0.183,200mL,O
3107045,ACEIT. CIL 500CC 24BOT,7750243033954,Aceites,CIL Domestico,CIL,Core,24,0.458,500mL,O
3107046,ACEIT. CIL 1LT 12BOT,7750243033961,Aceites,CIL Domestico,CIL,Core,12,0.917,1L,0.0
