COD_PROD,DESC_PROD,EAN_13,CATEGORIA_PROD,FAMILIA_PROD,MARCA_PROD,SEGMENTO_PROD,UND_X_CAJA,PESO_X_UND,PRESENTACION_PROD,ESTADO_PROD
4305004,PASTA. NICOLINI CAB. ANGEL 250GR 40BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,250g,O
4305005,PASTA. NICOLINI TORNILLO 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305009,PASTA. NICOLINI ARITO 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305010,PASTA. NICOLINI CANUT CHI. 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305013,PASTA. NICOLINI SPAGHETTI 1KG 12BOL,7750243045957,Pastas,Nicolini FS,Nicolini,AASS Gastronomía,12,1.0,1kg,O
4305014,PASTA. NICOLINI TALLAR FS 1KG 12BOL,7750243045964,Pastas,Nicolini FS,Nicolini,AASS Gastronomía,12,1.0,1kg,O
4305015,PASTA. NICOLINI SPAGHETTI FS 10KG 1BOL,0.0,Pastas,Nicolini FS,Nicolini,AASS Gastronomía,1,10.0,1kg,O
4305017,PASTA. NICOLINI SPAGHETTI 500GR 20BOL,7750243045780,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305018,PASTA. NICOLINI TALLA DEL. 500GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305019,PASTA. NICOLINI TALLA GRUE. 500GR 20BOL,7750243047210,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305021,PASTA. NICOLINI CAB.ANG. 250GR 40BOL,7750243047227,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,250g,O
4305022,PASTA. NICOLINI TORNILLO 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305023,PASTA. NICOLINI COD. RAY 250GR 20BOL,7750243047241,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305024,PASTA. NICOLINI RIGATONI 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305025,PASTA. NICOLINI COD CHIC. 250GR 20BOL,7750243047265,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305026,PASTA. NICOLINI ARITO 250GR 20BOL,0.0,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305027,PASTA. NICOLINI CANU CHIC. 250GR 20BOL,7750243047289,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305028,PASTA. NICOLINI CORB CHIC. 250GR 20BOL,7750243047296,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305029,PASTA. NICOLINI CORBATA 250GR 20BOL,7750243047302,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305030,PASTA. NICOLINI FETTUC. HUE 500GR 20BOL,7750243051071,Pastas,Nicolini Alhuevo,Nicolini,Core,20,0.5,500g,O
4305031,PASTA. NICOLINI SPAGHET. 500GR 20BOL,7750243051088,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305032,PASTA. NICOLINI TALLA DEL. 500GR 20BOL,7750243051095,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305033,PASTA. NICOLINI TALLA GRUE. 500GR 20BOL,7750243051101,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305034,PASTA. NICOLINI CAB.ANG. 250GR 40BOL,7750243051118,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,250g,Z4
4305035,PASTA. NICOLINI TORNILL. 250GR 20BOL,7750243051125,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305036,PASTA. NICOLINI COD.RAY 250GR 20BOL,7750243051132,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305037,PASTA. NICOLINI RIGATONI 250GR 20BOL,7750243051149,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305038,PASTA. NICOLINI COD.CHIC. 250GR 20BOL,7750243051156,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305039,PASTA. NICOLINI ARITO 250GR 20BOL,7750243051163,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,250g,O
4305040,PASTA. NICOLINI CAN.CHIC. 250GR 20BOL,7750243051170,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305041,PASTA. NICOLINI CORB.CHI 250GR 20BOL,7750243051187,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305042,PASTA. NICOLINI CORBATA 250GR 20BOL,7750243051194,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,225g,O
4305043,PASTA. NICOLINI FETTUC. HUE 500GR 20BOL,7750243051071,Pastas,Nicolini Alhuevo,Nicolini,Core,20,0.5,500g,O
4305044,PASTA. NICOLINI SPAGHETTI 1KG 12BOL,7750243054478,Pastas,Nicolini Clasico,Nicolini,Core,12,1.0,1kg,O
4305045,PASTA. NICOLINI TALLARIN 1KG 12BOL,7750243054485,Pastas,Nicolini Clasico,Nicolini,Core,12,1.0,1kg,O
4305046,PASTA. NICOLINI SPAGHETT 500GR 20BOL 1.7,7750243054997,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,500g,O
4305047,PASTA. NICOLINI TALLARIN 500GR 20BOL 1.7,7750243055000,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,500g,O
4305048,PASTA. NICOLINI SPAG.PVP1.5 500GR 20BOL,7750243054997,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305049,PASTA. NICOLINI SPAG. FS 1KG 12BOL,7750243057356,Pastas,Nicolini FS,Nicolini,AASS Gastronomía,12,1.0,1kg,0.0
4305050,PASTA. NICOLINI TALLAR FS. 1KG 12BOL,7750243057363,Pastas,Nicolini FS,Nicolini,AASS Gastronomía,12,1.0,1kg,0.0
4305051,PASTA. MOLITAL SPAGHETTI 500GR 20BOL,7750885003032,Pastas Maquila,Molitalia Clasico,Molitalia,Value,20,0.5,500g,O
4305052,PACK NICOLINI SURTIDOS 250 GR 20 BOL,7750243060004,Pastas,Nicolini Clasico,Nicolini,Core,1,5.0,250g,O
4305053,FID. MUNICION NICOLINI 250G 20BOL,7750243060073,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,250g,O
4305054,NUEVO PACK NICOLINI SURTIDOS 250GR 20BOL,7750243060882,Pastas,Nicolini Clasico,Nicolini,Core,1,5.0,250g,EA
4305055,FID. NICOLINI LETRAS NUMEROS 250G 20BOL,7750243063258,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,250g,O
4305056,FID. NICOLINI OSTRAS CARACOL 250G 20BOL,7750243063265,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,250g,O
4305057,PASTA. NICOLINI CAN RAY/MACAR 250G 20BOL,7750243063272,Pastas,Nicolini Clasico,Nicolini,Core,20,0.25,235g,O
4305058,FID.NICOLINI SPAGHETTI MAQ. 500GR 20BOL,7750243064811,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305059,FID.NICOLINI SPAGHETTI MAQ. 1KG 12BOL,7750243064828,Pastas,Nicolini Clasico,Nicolini,Core,12,1.0,1kg,O
4305060,FID.NICOLINI TALLARIN MAQ. 500GR 20BOL,7750243064835,Pastas,Nicolini Clasico,Nicolini,Core,20,0.5,450g,O
4305061,FID.NICOLINI TALLARIN MAQ. 1KG 12BOL,7750243064842,Pastas,Nicolini Clasico,Nicolini,Core,12,1.0,1kg,O
4305062,FID.NICOLINI TORNILLO MAQ. 250GR 40BOL,7750243064859,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,225g,O
4305063,FID.NICOLINI CORBATA MAQ. 250GR 40BOL,7750243064866,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,225g,O
4305064,FID.NICOLINI CODO MAQ. RAYADO 250G 40BOL,7750243064873,Pastas,Nicolini Clasico,Nicolini,Core,40,0.25,225g,O
4305065,PASTA. NICOLINI SPAGHET. 450GR 20BOL,7750243072595,Pastas,Nicolini Clasico,Nicolini,Core,20,0.45,450g,O
4305066,PASTA. NICOLINI SPAGHETTI 950GR 12BOL,7750243072601,Pastas,Nicolini Clasico,Nicolini,Core,12,0.95,950g,O
4305067,PASTA NICOLINI TALLARIN 950G 12BOL,7750243072984,Pastas,Nicolini Clasico,Nicolini,Core,12,0.95,950g,0.0
4305068,PASTA NICOLINI TALLA GRUE. 450GR 20BOL,7750243073066,Pastas,Nicolini Clasico,Nicolini,Core,20,0.45,450g,O
4305069,PASTA NICOLINI TALLA DEL. 450GR 20BOL,7750243073097,Pastas,Nicolini Clasico,Nicolini,Core,20,0.45,450g,O
4305070,FID.NICOLINI ARITO 235G 20BOL,7750243074445,Pastas,Nicolini Clasico,Nicolini,Core,20,0.235,235g,O
4305071,FID.NICOLINI PLUMILL CAN.CHICO 235G20BOL,7750243074940,Pastas,Nicolini Clasico,Nicolini,Core,20,0.235,235g,O
4305072,FID. NICOLINI OSTRAS CARACOL 225G 20BOL,7750243075466,Pastas,Nicolini Clasico,Nicolini,Core,20,0.225,225g,O
4305073,PACK SURTIDO NICOLINI CORTOS 235G 20BOL,7750243076104,Pastas,Nicolini Clasico,Nicolini,Core,1,4.6,235g,EA
4305078,FID. ESPIGA DE ORO CANUT.RAY. 250G20BOL,7750243081146,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,Z1
4305079,PASTA. ESPIGA DE ORO COD.RAY 250G 20BOL,7750243081153,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,Z3
4305080,PASTA. ESPIGA DE ORO TALLAR. 500G 20BOL,7750243081160,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,500g,Z3
4307002,PASTA. VICTORIA CODO RAY GRANEL 10KG,7750243039277,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4307003,PASTA. VICTORIA CODO CHIC GRANEL 10KG,7750243039284,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4307004,PASTA. VICTORIA CORBAT GRANEL 10KG,7750243039291,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4307005,PASTA. VICTORIA TORNILL GRANEL 10KG,7750243039307,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,O
4307006,PASTA. VICTORIA RIGATONI GRANEL 10KG,7750243039314,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4307007,PASTA. VICTORIA HORQUILLAS GRANEL 5KG,7750243045636,Pastas,Victoria Clasico,Victoria,AASS Gastronomía,1,5.0,10kg,O
4314000,PASTA. ESPIGA DE ORO CAB.ANGE 250G 40BOL,7750243040570,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,40,0.25,250g,O
4314001,PASTA. ESPIGA DE ORO MUNICION 250G 20BOL,7750243040594,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314002,PASTA. ESPIGA DE ORO MACARR 250G 20BOL,7750243040679,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
4314003,PASTA. ESPIGA DE ORO CORB.GR 250G 20BOL,7750243040686,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
4314004,PASTA. ESPIGA DE ORO CANUT.GR 250G 20BOL,7750243040693,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314006,PASTA. ESPIGA DE ORO SPAG. 500G 20BOL,7750243023696,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,500g,Z3
4314007,PASTA. ESPIGA DE ORO TALLAR. 500G 20BOL,7750243023702,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,500gr,O
4314008,PASTA. ESPIGA DE ORO CAB.ANGE 250G 40BOL,7750243040570,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,40,0.25,250g,0.0
4314009,PASTA. ESPIGA DE ORO CORB.GR 250G 20BOL,7750243040686,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314010,ESPIGA DE ORO CANUT.CH 250G 20BOL,7750243023450,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,Z3
4314011,PASTA. ESPIGA DE ORO CARAC.CH 250G 20BOL,7750243040709,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,EA
4314012,PASTA. ESPIGA DE ORO COD.RAY 250G 20BOL,7750243023870,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,225g,O
4314013,PASTA. ESPIGA DE ORO MACARR 250G 20BOL,7750243040679,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314014,PASTA. ESPIGA DE ORO MUNICI 250G 20BOL,7750243040594,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314015,PASTA. ESPIGA DE ORO CANUT.GR 250G 20BOL,7750243040693,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4314016,PASTA. ESPIGA DE ORO ARITO 250G 20BOL,7750243055574,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,EA
4314017,PASTA. ESPIGA DE ORO MUNICI 250G 20BOL,7750243056595,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,EA
4314018,FID. ESPIGA DE ORO PLUMILLA 250G20BOL,7750243058773,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,EA
4314019,PASTA. ESPIGA DE ORO MINI COD 250G 20BOL,7750243058780,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,EA
4314020,FID. ESPIGA DE ORO CARACOL 250G20BOL,7750243058797,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,225g,Z1
4314021,FID. ESPIGA DE ORO LETR Y NUM 250G20BOL,7750243058803,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,EA
4314022,PASTA. ESPIGA DE ORO SPAGUE. 500G 20BOL,7750243072649,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.45,450g,0.0
4314023,PASTA ESPIGA DE ORO TALLAR. 450G 20BOL,7750243073103,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.45,450g,O
4314024,FID. ESPIGA DE ORO PLUMILLA 235G 20BOL,7750243075442,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.235,235g,EA
4314025,FID. ESPIGA DE ORO CARACOL 225G 20BOL,7750243075459,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.225,225g,O
4319000,PASTA. VICTORIA ENTREF DELG #48 10KG,7750243044974,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4319001,PASTA. VICTORIA ENTREF GRUES #50 10KG,7750243044981,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4319002,PASTA VICTORIA SPAGHETTI 10KG.,7750243078412,Pastas,Victoria Clasico,Victoria,Value,1,10.0,10kg,0.0
4319003,PASTA ALIANZA SPAGHETTI 10KG,7750243078467,Pastas,Alianza Clasico,Alianza,Core,1,10.0,10kg,0.0
4329000,PASTA. METRO SPAG. #32C 20BOL 500GR,7753084707473,Pastas Maquila,Metro Fideos,Metro,Value,20,0.5,500g,O
4329001,PASTA. METRO TALLAR. #42C 20BOL 500GR,7753084707480,Pastas Maquila,Metro Fideos,Metro,Value,20,0.5,500g,O
4330006,PASTA. PREC UNO SPAG #32C 500GR 20BOL,2000403407466,Pastas Maquila,Precio Uno Clasico,Precio Uno,Value,20,0.5,500g,0.0
4330007,PASTA. PREC UNO TALLAR #42C 500GR 20BOL,2000403407978,Pastas Maquila,Precio Uno Clasico,Precio Uno,Value,20,0.5,500g,0.0
4332035,PASTA. SAY CAN. GRA #52 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4332036,PASTA. SAY CAN. CHIC #53 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4332044,PASTA. SAY TORNILL #73 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,225g,O
4332051,PASTA. SAY COR. GRA #22 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4332053,PASTA. SAY ENTREF DELG #31R 5KG,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,AASS Gastronomía,1,5.0,250g,O
4332120,PASTA. SAY CARAC.CH #60 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
4332122,PASTA. SAY SPAGH #32 20BOL 500GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,500g,O
4332123,PASTA. SAY TALLAR #42 20BOL 500GR,7753084005005,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.5,450g,O
4332127,PASTA. SAY CARAC.MED #61 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
4332128,PASTA. SAY CODO.RAY #65 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,250g,O
4332130,PASTA. SAY MACARR #51 20BOL 250GR,0.0,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,20,0.25,235g,O
4332134,PASTA. SAY MUNICI #10 20BOL 250GR,7753084005029,Pastas,Sayon Clasico,Sayon,Value,20,0.25,250g,O
4332138,PASTA. SAY CAB.ANG. 250GR 40BOL,7753084004909,Pastas,Espiga de Oro Clasic,Espiga de Oro,Value,40,0.25,250g,O
4333000,PASTA. WONG SPAGHETTI #32C 500GR 20BOL,7753084062015,Pastas Maquila,Wong Clasico,Wong,Value,20,0.5,500g,O
4333001,PASTA. WONG TALLARIN #42C 500GR 20BOL,7753084063012,Pastas Maquila,Wong Clasico,Wong,Value,20,0.5,500g,O
4335014,FID.NUTREGAL SPAGHETTI BOLIV 400G24BOL,7750243058643,Pastas,Nutregal Fideos,Nutregal,Core,24,0.4,400g,0.0
4335015,FID. NUTREGAL TALLARIN DELG. 400G24BOL,7750243058650,Pastas,Nutregal Fideos,Nutregal,Core,24,0.4,400g,0.0
4335016,FID.NUTREGAL TALLARIN DELG. 200G30BOL,7750243058667,Pastas,Nutregal Fideos,Nutregal,Core,30,0.2,200g,0.0
4335017,FID.NUTREGAL CORBATA CHICA 400G12BOL,7750243058674,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,0.0
4335018,FID.NUTREGAL CORBATA GRAN BOLIV400G12BOL,7750243058681,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335019,FID.NUTREGAL CANUTO CHIC BOLIV 400G12BOL,7750243058698,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335020,FID.NUTREGAL CODO RAYADO BOLIV 400G12BOL,7750243058704,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335021,FID.NUTREGAL RIGATONI BOLIV 400G12BOL,7750243058711,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335022,FID.NUTREGAL TORNILLO 400G12BOL,7750243058728,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,0.0
4335023,FID. NUTREGAL ARITO BOLIV 400G 12BOL,7750243059251,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335024,FID. NUTREGAL MACARRON BOLIV 400G 12BOL,7750243059268,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335025,FID. NUTREGAL TORNILLO 200G 20BOL,7750243059275,Pastas,Nutregal Fideos,Nutregal,Core,20,0.2,200g,0.0
4335027,FID NUTREGAL LETR Y NÚM BOLIV 400G 20BOL,7750243059299,Pastas,Nutregal Fideos,Nutregal,Core,20,0.4,400g,O
4335028,FID.NUTREGAL CARACOL CH. BOLIV 400G12BOL,7750243059305,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335029,FID. NUTREGAL CORBATA CHICA 200G 20BOL,7750243059312,Pastas,Nutregal Fideos,Nutregal,Core,20,0.2,200g,0.0
4335030,FID. NUTREGAL CORBATA MEDIANA 200G 20BOL,7750243059329,Pastas,Nutregal Fideos,Nutregal,Core,20,0.2,200g,0.0
4335031,FID. NUTREGAL CORBATA MEDIANA 400G 12BOL,7750243059336,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,0.0
4335034,FID.NUTREGAL TALL. DELG. BOLIV 400G24BOL,7750243059466,Pastas,Nutregal Fideos,Nutregal,Core,24,0.4,400g,0.0
4335035,FID.NUTREGAL CORB. CHICA BOLIV 400G12BOL,7750243059473,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4335036,FID.NUTREGAL TORNILLO BOLIV 400G12BOL,7750243059480,Pastas,Nutregal Fideos,Nutregal,Core,12,0.4,400g,O
4336000,PASTA. TOTTUS SPAGHETTI 500GR 20BOL,7750243049603,Pastas Maquila,Tottus Clasico,Tottus,Value,20,0.5,500g,O
4336001,PASTA. TOTTUS TALLARIN 500GR 20BOL,7750243049610,Pastas Maquila,Tottus Clasico,Tottus,Value,20,0.5,500g,O
4336002,PASTA. TOTTUS CANUTO CHIC 250GR 20BOL,7750243049627,Pastas Maquila,Tottus Clasico,Tottus,Value,20,0.25,250g,O
4336003,PASTA. TOTTUS TORNILLO 250GR 20BOL,7750243049634,Pastas Maquila,Tottus Clasico,Tottus,Value,20,0.25,250g,O
4400002,CARAM. SAY OJO LOCO 1CJA 20BOL,7753084002875,Caramelos,Sayon Clasico,Sayon,Value,20,0.36,330g,O
4400009,CARAM. SAY IQUEÑOS 1CJA 20BOL,7753084002431,Caramelos,Sayon Clasico,Sayon,Value,20,0.38,360g,O
4400010,CARAM. SAY MENTA CUADRAD 1CJA 20BOL,7753084002073,Caramelos,Sayon Clasico,Sayon,Value,20,0.4,400g,O
4400020,CARAM. SAY SURTIDO 1CJA 20BOL,7753084002097,Caramelos,Sayon Clasico,Sayon,Value,20,0.4,400g,O
4400031,CARAM. SAY SUAK YOG FRES 1CJA 20BOL,0.0,Caramelos,Sayon Rellenos,Sayon,Value,20,0.43,360g,O
4400042,CARAM. SAY TOFFEE SURTID 1CJA 16BOL,7753084342612,Caramelos,Sayon Toffee,Sayon,Value,16,0.35,350g,0.0
4400044,CARAM. SAY FRUKIDS 1CJA 16BOL,7753084002660,Caramelos,Sayon Masticables,Sayon,Value,16,0.35,350g,0.0
4400050,CHICL. SAY CHICHA FLOW PACK 1CJA 20BOL,7753084001335,Caramelos,Sayon Goma de Mascar,Sayon,Value,20,0.4,400g,O
4400051,CHICL. SAY CHICHA TWIST 1CJA 20BOL,7753084001335,Caramelos,Sayon Goma de Mascar,Sayon,Value,20,0.4,400g,0.0
4400104,CARAM. SAY PERITA 1CJA 20BOL,0.0,Caramelos,Sayon Clasico,Sayon,Value,20,0.38,380g,O
4400108,CARAM. SAY CHICHA MOR 1CJA 20BOL,7750243045445,Caramelos,Sayon Clasico,Sayon,Value,20,0.374,374g,0.0
4400109,CARAM. SAY PERITAS 1CJA 20BOL,7750243045469,Caramelos,Sayon Clasico,Sayon,Value,20,0.38,380g,O
4400110,CARAM. SAY BAMBI 1CJA 20BOL,0.0,Caramelos,Sayon Clasico,Sayon,Value,20,0.374,360g,O
4400112,CARAM. SAY YOG. FRESA 1CJA 20BOL,7750243045476,Caramelos,Sayon Rellenos,Sayon,Value,20,0.43,400g,O
4400114,CARAM. SAY GAJO LIMON 16BOL 1CJA,7750243048217,Caramelos,Sayon Clasico,Sayon,Value,16,0.456,456g,O
4400115,CARAM. SAY BAMBI 120UN 20BOL 1CJA,7750243048460,Caramelos,Sayon Clasico,Sayon,Value,20,0.408,360g,O
4400116,CARAMELO SAYON GAJO LIMON 110UND 16BOL,7750243063876,Caramelos,Sayon Clasico,Sayon,Value,16,0.418,385g,O
4400117,CARAMELO SAYON BAMBI 110UND 20BOL,7750243063890,Caramelos,Sayon Clasico,Sayon,Value,20,0.374,360g,O
4400118,CARAM SAY OJO LOCO 330GR 20BOL,7750243065139,Caramelos,Sayon Clasico,Sayon,Value,20,0.33,330g,0.0
4400119,CARAM SAY GAJO LIMON HALLOW 110UND 16BOL,7750243068697,Caramelos,Sayon Clasico,Sayon,Value,16,0.418,456g,E
4400120,CARAM SAY YOG FRESA HALLOW 430GR 20BOL,7750243068703,Caramelos,Sayon Rellenos,Sayon,Value,20,0.43,430g,E
4400121,CARAM SAY BAMBI HALLOW 110UND 20BOL,7750243068710,Caramelos,Sayon Clasico,Sayon,Value,20,0.374,360g,E
4400122,CARAM. SAY FRUKIDS 1CJA 16BOL LAS3,7750243072526,Caramelos,Sayon Masticables,Sayon,Value,16,0.35,350g,O
4400123,CHICL. SAY CHICHA TWIST 1CJA 20BOL LAS3,7750243072533,Caramelos,Sayon Goma de Mascar,Sayon,Value,20,0.4,400g,0.0
4400125,CARAM. SAY MENTA CUADRAD 1CJA 20BOL 360G,7750243075480,Caramelos,Sayon Clasico,Sayon,Value,20,0.36,360g,O
4400126,CARAM. SAY IQUEÑOS 1CJA 20BOL 360G,7750243075497,Caramelos,Sayon Clasico,Sayon,Value,20,0.36,360g,O
4400127,CARAM. SAYON GAJO LIMON 110UND 16BOL385G,7750243075503,Caramelos,Sayon Clasico,Sayon,Value,16,0.385,385g,O
4400128,CARAM. SAY SUAK FRESA 1CJA 20BOL 400G,7750243076098,Caramelos,Sayon Rellenos,Sayon,Value,20,0.4,400g,O
4400201,CARAM. SAY BAMBI/PERIT 1CJA 12PCK,0.0,Caramelos,Sayon Clasico,Sayon,Value,12,0.216,360g,O
4400204,CHICL. SAY LIMON/CHICHA 12DSP 1CJA,0.0,Caramelos,Sayon Goma de Mascar,Sayon,Value,12,0.4,360g,O
4400205,CHICL. SAY BAMBI/PERIT 12DSP 1CJA,0.0,Caramelos,Sayon Goma de Mascar,Sayon,Value,12,0.4,360g,O
4400206,CHUPET SAY LIMON/CHICHA 15BOL 1CJA,0.0,Caramelos,Sayon Chupetines,Sayon,Value,15,0.432,360g,O
4400207,CHUPET SAY BAMBI/PERIT 15BOL 1CJA,0.0,Caramelos,Sayon Chupetines,Sayon,Value,15,0.432,360g,O
4400210,CHICL. SAY FRESA TWIST 1CJA 20BOL,7750243050470,Caramelos,Sayon Goma de Mascar,Sayon,Value,20,0.4,400g,O
4400211,CARAM. SAY FREEZE ICE MENTHOL 1CJA 20BOL,7750243050487,Caramelos,Sayon Mentolados,Sayon,Value,20,0.374,374g,O
4400212,CARAM. SAY FREEZE ICE CHERRY 1CJA 20BOL,7750243050494,Caramelos,Sayon Mentolados,Sayon,Value,20,0.374,374g,O
4400901,CARAM. SAY EXHIBID CHICL+CHUP 6EXH.PERM,0.0,Caramelos,Sayon Chupetines,Sayon,Value,6,1.212,360g,O
4490000,CARAM. BELLS GAJO LIMON 1CJA 16BOL,7753084004794,Caramelos Maquila,Bells Caramelos,Bells,Value,16,0.45,360g,O
4490001,CARAM. BELLS CHICHA MORADA 1CJA 20BOL,7753084004800,Caramelos Maquila,Bells Caramelos,Bells,Value,20,0.39,360g,O
4490002,CARAM. BELLS SURTIDO 1CJA 20BOL,7753084004824,Caramelos Maquila,Bells Caramelos,Bells,Value,20,0.4,360g,O
