COD_DISTRIBUIDORA,COD_PROD_DISTRIBUIDOR,COD_PROD_MAESTRO,FECHA_REGISTRO,USUARIO
1000010295,806978,8305076,00:00.0,Alicorp
1000010013,809562,8305095,00:00.0,Alicorp
1000034830,807947,8305098,51:41.7,JSVS
1000008893,2926,8305256,25:02.2,JSVS
1000012354,809184,8305260,00:00.0,Alicorp
1000018352,809561,8305262,00:00.0,Alicorp
1000032002,4360,8305271,00:00.0,Alicorp
1000008167,807187,8305271,00:00.0,Alicorp
1000008549,807133,8305272,00:00.0,Alicorp
1000007670,808467,8305274,00:00.0,Alicorp
1000019463,806654,8305275,00:00.0,Alicorp
1000021615,806655,8305276,00:00.0,Alicorp
1000029956,808468,8305290,00:00.0,Alicorp
1000024723,812205,8305319,00:00.0,Alicorp
1000008549,812206,8305320,00:00.0,Alicorp
1000009232,807570,8305326,34:57.0,Alicorp
1000002120,5472,8306007,00:00.0,Alicorp
1000018847,807008,8306031,00:00.0,Alicorp
1000034830,809996,8306032,00:00.0,Alicorp
1000018617,800233,8306034,00:00.0,Alicorp
1000016655,3003,8306037,00:00.0,Alicorp
30003902,807113,8306037,51:41.7,JSVS
1000008829,807096,8309034,30:44.8,Alicorp
1000008739,811075,8309035,00:00.0,Alicorp
1000008859,807097,8309036,00:00.0,Alicorp
1000016655,808582,8309037,00:00.0,Alicorp
1000012275,809931,8309038,25:02.3,JSVS
1000016655,807143,8309040,00:00.0,Alicorp
1000018636,4189,8309041,25:02.2,JSVS
1000019381,807130,8309042,08:45.1,JSVS
1000019365,807763,8309044,00:00.0,Alicorp
1000018617,807098,8309068,00:00.0,Alicorp
1000018352,807093,8309119,00:00.0,Alicorp
1000012077,806975,8309120,00:00.0,Alicorp
1000009263,806976,8309121,00:00.0,Alicorp
1000008877,807094,8309122,00:00.0,Alicorp
1000019371,807346,8309125,00:00.0,Alicorp
30002317,2578,8309126,00:00.0,Alicorp
1000028585,2739,8309127,00:00.0,Alicorp
1000004314,812576,8311001,30:44.8,Alicorp
1000012341,2557,8311005,00:00.0,Alicorp
1000007926,400259,8311010,00:00.0,Alicorp
1000028760,807157,8311013,00:00.0,Alicorp
1000028129,811836,8311019,00:00.0,Alicorp
1000010013,807091,8312005,00:00.0,Alicorp
1000032002,807092,8312006,00:00.0,Alicorp
1000009584,200222,8312012,00:00.0,Alicorp
1000024166,200221,8312015,00:00.0,Alicorp
30002317,807312,8312015,00:00.0,Alicorp
1000012198,807311,8312016,00:00.0,Alicorp
1000004006,6679,8312026,00:00.0,Alicorp
1000028859,807345,8313136,43:46.4,Alicorp
1000018636,811742,8313138,00:00.0,Alicorp
1000007747,807450,8314016,00:00.0,Alicorp
1000008549,300006,8315000,25:02.2,JSVS
30003984,804191,8315001,00:00.0,Alicorp
1000024166,807101,8315010,00:00.0,Alicorp
1000012262,807158,8315013,00:00.0,Alicorp
1000008829,807159,8315017,00:00.0,Alicorp
1000008802,807100,8315026,00:00.0,Alicorp
1000012434,3681,8315030,25:02.3,JSVS
1000019463,200066,8315031,25:02.2,JSVS
1000012343,812108,8315031,00:00.0,Alicorp
30002600,807144,8315041,00:00.0,Alicorp
1000018687,807105,8315042,00:00.0,Alicorp
1000007747,807010,8315045,00:00.0,Alicorp
1000007670,807106,8315046,00:00.0,Alicorp
30003984,806709,8315049,30:44.8,Alicorp
1000018687,812536,8315061,30:44.8,Alicorp
1000009584,812491,8315135,30:44.8,Alicorp
1000009263,3162,8316012,00:00.0,Alicorp
1000007880,4082,8316014,25:02.2,JSVS
1000004314,807257,8316014,00:00.0,Alicorp
1000010013,2540,8316017,00:00.0,Alicorp
1000018636,807258,8316017,00:00.0,Alicorp
1000016655,807483,8316025,00:00.0,Alicorp
1000002120,807123,8316026,00:00.0,Alicorp
1000020099,806780,8316027,00:00.0,Alicorp
1000028794,807764,8316028,00:00.0,Alicorp
1000028858,807167,8316031,00:00.0,Alicorp
1000019463,807107,8316032,00:00.0,Alicorp
1000009584,807125,8316033,00:00.0,Alicorp
1000010013,5528,8316037,00:00.0,Alicorp
1000021982,807484,8316037,00:00.0,Alicorp
1000012354,808995,8316038,00:00.0,Alicorp
1000010013,811541,8316041,25:02.2,JSVS
1000007598,810698,8316101,00:00.0,Alicorp
1000032177,810759,8316102,00:00.0,Alicorp
1000032002,810760,8316103,00:00.0,Alicorp
1000009913,807772,8317002,00:00.0,Alicorp
1000028574,807950,8317007,00:00.0,Alicorp
1000018617,808116,8317008,00:00.0,Alicorp
1000018850,809813,8317009,00:00.0,Alicorp
1000012371,3680,8317012,00:00.0,Alicorp
1000012329,807771,8317014,00:00.0,Alicorp
1000028575,807774,8317021,00:00.0,Alicorp
1000028579,807766,8317027,00:00.0,Alicorp
1000007598,807767,8317028,00:00.0,Alicorp
1000010013,807770,8317029,00:00.0,Alicorp
1000016707,3678,8317030,00:00.0,Alicorp
1000012343,3679,8317031,00:00.0,Alicorp
1000028579,4083,8317032,00:00.0,Alicorp
1000018850,4084,8317033,00:00.0,Alicorp
1000018865,100401,8317034,00:00.0,Alicorp
1000010295,807132,8317036,25:02.3,JSVS
1000010245,808763,8317046,00:00.0,Alicorp
1000008184,808764,8317047,00:00.0,Alicorp
1000028588,808765,8317048,00:00.0,Alicorp
1000028578,807259,8317051,00:00.0,Alicorp
1000019463,811939,8317095,00:00.0,Alicorp
1000010295,812706,8317173,30:58.9,Alicorp
1000020099,807139,8320001,00:00.0,Alicorp
1000007670,5840,8320002,00:00.0,Alicorp
1000012371,5386,8320003,00:00.0,Alicorp
1000012275,807171,8320004,00:00.0,Alicorp
1000031176,806995,8320010,00:00.0,Alicorp
1000008859,807961,8320014,30:44.8,Alicorp
1000028794,806993,8320015,00:00.0,Alicorp
1000028578,806994,8320016,00:00.0,Alicorp
1000012262,6619,8320022,00:00.0,Alicorp
1000018850,5685,8320026,00:00.0,Alicorp
1000009118,806711,8320054,00:00.0,Alicorp
1000018847,807174,8320056,00:00.0,Alicorp
1000028760,807267,8320057,00:00.0,Alicorp
1000024732,807529,8320058,00:00.0,Alicorp
1000018534,808231,8320059,04:23.7,Alicorp
1000020428,807948,8320066,00:00.0,Alicorp
1000024731,807949,8320067,00:00.0,Alicorp
1000007880,808470,8320181,00:00.0,Alicorp
1000007598,808323,8320182,30:44.8,Alicorp
1000012287,808233,8320185,00:00.0,Alicorp
1000009263,808759,8320189,00:00.0,Alicorp
1000028579,810159,8320223,00:00.0,Alicorp
30002317,810160,8320225,00:00.0,Alicorp
1000034830,810811,8320226,00:00.0,Alicorp
1000012286,810812,8320228,00:00.0,Alicorp
1000004314,808760,8320230,00:00.0,Alicorp
1000008721,807776,8321000,00:00.0,Alicorp
1000008877,5773,8321001,00:00.0,Alicorp
1000024166,5774,8321002,00:00.0,Alicorp
1000028586,3608,8321003,00:00.0,Alicorp
1000018847,700002,8321010,00:00.0,Alicorp
1000002120,807305,8321012,00:00.0,Alicorp
1000011384,2566,8322000,25:02.2,JSVS
1000012262,3159,8322004,00:00.0,Alicorp
1000009232,807268,8322140,00:00.0,Alicorp
1000016707,807180,8322141,00:00.0,Alicorp
1000028858,807175,8322142,00:00.0,Alicorp
1000008829,807453,8322144,00:00.0,Alicorp
1000028586,809495,8322145,00:00.0,Alicorp
1000035866,807546,8322146,00:00.0,Alicorp
1000029956,807131,8325000,00:00.0,Alicorp
1000021982,807306,8325002,00:00.0,Alicorp
1000024731,807124,8325005,00:00.0,Alicorp
30002600,3206,8325006,00:00.0,Alicorp
1000028574,807102,8325008,00:00.0,Alicorp
1000016655,807547,8325009,00:00.0,Alicorp
1000010077,808874,8325011,00:00.0,Alicorp
1000008549,807103,8325016,00:00.0,Alicorp
1000007527,811355,8326097,25:02.2,JSVS
1000016655,2716,8326105,00:00.0,Alicorp
1000020428,807169,8326111,00:00.0,Alicorp
1000028589,810813,8326118,00:00.0,Alicorp
1000028587,811927,8326146,00:00.0,Alicorp
1000028574,811454,8326150,00:00.0,Alicorp
1000007598,807136,8326152,00:00.0,Alicorp
1000035585,812561,8326156,30:44.8,Alicorp
1000011855,807168,8326158,00:00.0,Alicorp
1000012343,807170,8326159,00:00.0,Alicorp
1000018671,807901,8408032,00:00.0,Alicorp
30003885,807902,8408033,00:00.0,Alicorp
1000018850,807903,8408034,00:00.0,Alicorp
1000004006,812097,8408036,00:00.0,Alicorp
30002317,807163,8410026,00:00.0,Alicorp
1000028579,806987,8410032,00:00.0,Alicorp
1000018974,807238,8410067,00:00.0,Alicorp
1000007670,807135,8410129,00:00.0,Alicorp
1000019379,2541,8410136,00:00.0,Alicorp
1000028794,807301,8410146,00:00.0,Alicorp
1000009913,807127,8410148,00:00.0,Alicorp
1000012262,807129,8410170,00:00.0,Alicorp
1000019365,811734,8410190,00:00.0,Alicorp
1000009549,807166,8412020,00:00.0,Alicorp
1000012371,6461,8412021,00:00.0,Alicorp
1000008549,807165,8412022,00:00.0,Alicorp
1000018974,810951,8414009,00:00.0,Alicorp
1000018310,811062,8414010,00:00.0,Alicorp
30003885,810985,8414011,00:00.0,Alicorp
1000028129,811063,8414012,00:00.0,Alicorp
1000028858,810984,8414013,00:00.0,Alicorp
1000007926,810952,8414014,00:00.0,Alicorp
1000028794,811751,8414015,00:00.0,Alicorp
1000018850,811752,8414016,00:00.0,Alicorp
1000028859,807566,8858777,08:45.2,JSVS
1000012343,807568,8858779,25:23.7,JSVS
1000010077,807565,8858946,00:00.0,Alicorp
1000008802,811061,8858947,25:23.7,JSVS
1000024723,2841,0,00:00.0,Alicorp
1000010295,2805,8300008,00:00.0,Alicorp
1000008859,4027,8300013,00:00.0,Alicorp
30002575,4027,8300013,00:00.0,Alicorp
1000010013,711,8300016,00:00.0,Alicorp
1000004065,1160,8300016,00:00.0,Alicorp
1000018861,2804,8300016,00:00.0,Alicorp
30002600,2814,8300017,00:00.0,Alicorp
1000019371,3195,8300017,00:00.0,Alicorp
1000028458,3228,8300021,00:00.0,Alicorp
1000008558,3248,8300022,00:00.0,Alicorp
1000028579,3249,8300023,00:00.0,Alicorp
1000007598,2764,8300028,00:00.0,Alicorp
1000008549,2810,8300028,00:00.0,Alicorp
1000028574,555,8300029,00:00.0,Alicorp
1000019379,3769,8300085,00:00.0,Alicorp
30003902,3227,8300093,00:00.0,Alicorp
1000029670,3434,8300095,00:00.0,Alicorp
1000028136,4067,8300095,00:00.0,Alicorp
1000008739,4067,8300095,00:00.0,Alicorp
1000019463,558,8301000,00:00.0,Alicorp
1000018352,2793,8301000,00:00.0,Alicorp
1000028858,2797,8301001,00:00.0,Alicorp
1000028858,557,8301002,00:00.0,Alicorp
1000010077,2791,8301002,00:00.0,Alicorp
1000034830,1290,8301003,00:00.0,Alicorp
1000016707,3783,8301004,00:00.0,Alicorp
1000012329,1411,8301019,00:00.0,Alicorp
1000011855,2792,8301019,00:00.0,Alicorp
1000012262,2811,8301020,00:00.0,Alicorp
1000008893,3292,8301022,00:00.0,Alicorp
1000018636,3295,8301022,00:00.0,Alicorp
1000029956,2842,8301043,00:00.0,Alicorp
1000028578,3297,8301111,00:00.0,Alicorp
1000028760,3238,8301112,00:00.0,Alicorp
1000012329,3281,8301113,00:00.0,Alicorp
1000012434,4297,8301260,00:00.0,Alicorp
1000028586,4079,8303011,00:00.0,Alicorp
1000032177,14,8303037,00:00.0,Alicorp
1000007880,3409,8303057,00:00.0,Alicorp
1000012343,3412,8303058,00:00.0,Alicorp
1000011384,4292,8305015,00:00.0,Alicorp
1000012077,4291,8305040,00:00.0,Alicorp
1000019463,454,8305076,00:00.0,Alicorp
1000012262,455,8305078,00:00.0,Alicorp
30003984,2794,8305098,00:00.0,Alicorp
1000007926,54,8305099,00:00.0,Alicorp
1000016655,2829,8305100,00:00.0,Alicorp
1000018378,2799,8305103,00:00.0,Alicorp
1000028585,1338,8305104,00:00.0,Alicorp
1000008558,2800,8305104,00:00.0,Alicorp
1000028858,2801,8305105,00:00.0,Alicorp
1000004006,3342,8305105,00:00.0,Alicorp
1000008829,3647,8305256,00:00.0,Alicorp
1000008877,3218,8305274,00:00.0,Alicorp
1000029670,3760,8305275,00:00.0,Alicorp
1000028588,3761,8305278,00:00.0,Alicorp
1000007672,3762,8305279,00:00.0,Alicorp
1000010013,3219,8305290,06:55.2,Alicorp
1000008184,4893,8305324,01:14.7,Alicorp
1000007880,3640,8306032,00:00.0,Alicorp
1000018378,4080,8306033,00:00.0,Alicorp
1000028760,4080,8306033,00:00.0,Alicorp
1000028588,892,8309000,00:00.0,Alicorp
1000012275,896,8309002,00:00.0,Alicorp
1000008558,3253,8309003,00:00.0,Alicorp
1000028589,1932,8309007,00:00.0,Alicorp
1000035585,3254,8309046,00:00.0,Alicorp
1000012287,65,8309124,00:00.0,Alicorp
1000009549,4103,8309125,00:00.0,Alicorp
1000029956,4103,8309125,00:00.0,Alicorp
1000018617,3698,8309129,00:00.0,Alicorp
1000024731,3766,8309129,00:00.0,Alicorp
1000009913,3699,8309130,00:00.0,Alicorp
1000028585,3704,8309131,00:00.0,Alicorp
1000018866,3257,8312005,00:00.0,Alicorp
1000007670,35,8312006,00:00.0,Alicorp
1000018850,3258,8312007,00:00.0,Alicorp
1000028858,3259,8312008,00:00.0,Alicorp
1000024166,34,8312015,00:00.0,Alicorp
1000012341,2795,8312016,00:00.0,Alicorp
1000012275,3291,8315041,00:00.0,Alicorp
1000010245,3256,8315045,00:00.0,Alicorp
1000018617,4083,8316002,00:00.0,Alicorp
1000002120,4083,8316002,00:00.0,Alicorp
1000018636,4085,8316003,00:00.0,Alicorp
1000034819,4085,8316003,00:00.0,Alicorp
1000012329,4082,8316012,00:00.0,Alicorp
1000019463,4082,8316012,00:00.0,Alicorp
1000010295,4084,8316013,00:00.0,Alicorp
1000019371,4084,8316013,00:00.0,Alicorp
30003984,4081,8316037,00:00.0,Alicorp
1000007747,4081,8316037,00:00.0,Alicorp
1000008721,56,8317002,00:00.0,Alicorp
1000008184,61,8317007,00:00.0,Alicorp
30002317,61,8317007,00:00.0,Alicorp
1000012262,62,8317008,00:00.0,Alicorp
1000008893,62,8317008,00:00.0,Alicorp
1000028572,66,8317009,00:00.0,Alicorp
1000028572,2837,8317014,00:00.0,Alicorp
1000024166,519,8317016,00:00.0,Alicorp
1000009232,3337,8317016,00:00.0,Alicorp
1000011384,58,8317019,00:00.0,Alicorp
1000024732,59,8317021,00:00.0,Alicorp
1000008802,2667,8317026,00:00.0,Alicorp
1000018534,3776,8317027,00:00.0,Alicorp
1000020428,3777,8317028,00:00.0,Alicorp
1000009363,3778,8317029,00:00.0,Alicorp
1000009584,3147,8317032,00:00.0,Alicorp
1000035866,3645,8317032,00:00.0,Alicorp
1000009363,3695,8317033,00:00.0,Alicorp
1000018310,3644,8317034,00:00.0,Alicorp
30003902,3696,8317035,00:00.0,Alicorp
1000028760,3781,8317036,00:00.0,Alicorp
1000007672,3275,8317046,00:00.0,Alicorp
1000018847,3251,8317047,00:00.0,Alicorp
1000028662,3338,8317047,00:00.0,Alicorp
1000007527,3288,8317048,00:00.0,Alicorp
1000008167,3646,8317150,00:00.0,Alicorp
1000035585,3694,8317151,00:00.0,Alicorp
1000008167,3779,8317153,00:00.0,Alicorp
1000028574,3780,8317154,00:00.0,Alicorp
1000020428,3780,8317154,00:00.0,Alicorp
1000012275,3643,8317159,00:00.0,Alicorp
1000008829,3697,8317160,00:00.0,Alicorp
1000012354,2888,8320002,00:00.0,Alicorp
30003885,1277,8320004,00:00.0,Alicorp
1000016707,1188,8320005,00:00.0,Alicorp
1000018352,1188,8320005,00:00.0,Alicorp
1000008829,1189,8320006,00:00.0,Alicorp
1000024723,1189,8320006,00:00.0,Alicorp
1000028589,1190,8320007,00:00.0,Alicorp
1000032002,1190,8320007,00:00.0,Alicorp
1000009584,3700,8320014,00:00.0,Alicorp
1000012262,3710,8320031,00:00.0,Alicorp
1000032177,4114,8320034,00:00.0,Alicorp
30003902,4114,8320034,00:00.0,Alicorp
1000009263,3701,8320181,00:00.0,Alicorp
30003902,3748,8320182,00:00.0,Alicorp
1000034830,3239,8320189,00:00.0,Alicorp
1000021615,3240,8320191,00:00.0,Alicorp
1000012354,3241,8320193,00:00.0,Alicorp
1000024732,3702,8320223,00:00.0,Alicorp
1000007670,3703,8320225,00:00.0,Alicorp
1000028662,999,8325000,00:00.0,Alicorp
1000023530,4146,8325000,00:00.0,Alicorp
1000009039,43,8325002,00:00.0,Alicorp
30002575,3237,8325004,00:00.0,Alicorp
1000011384,3290,8325008,00:00.0,Alicorp
1000018865,835,8325016,00:00.0,Alicorp
1000010295,4146,8325074,00:00.0,Alicorp
1000028579,3293,8326097,00:00.0,Alicorp
1000019371,3296,8326097,00:00.0,Alicorp
1000029670,3327,8326122,00:00.0,Alicorp
1000031176,2798,8326131,00:00.0,Alicorp
30001508,3750,8326131,00:00.0,Alicorp
1000012343,4216,8326132,00:00.0,Alicorp
1000028458,4215,8326137,00:00.0,Alicorp
1000019381,3782,8326141,00:00.0,Alicorp
1000029956,4364,8408037,41:05.9,Alicorp
1000028858,4364,8408039,50:33.7,Alicorp
1000019463,3328,8410145,00:00.0,Alicorp
1000007527,3466,8410145,00:00.0,Alicorp
1000008859,4066,8410170,00:00.0,Alicorp
1000008721,4066,8410170,00:00.0,Alicorp
1000019463,3990,8410190,00:00.0,Alicorp
1000018534,3653,8412001,00:00.0,Alicorp
30003902,470,8412020,00:00.0,Alicorp
1000019463,1143,8412020,00:00.0,Alicorp
1000028458,2796,8412020,00:00.0,Alicorp
1000009263,3300,8412020,00:00.0,Alicorp
1000002120,560,8412021,00:00.0,Alicorp
1000008730,1559,8412021,00:00.0,Alicorp
1000019371,2471,8412021,00:00.0,Alicorp
1000028859,3506,8412021,00:00.0,Alicorp
1000008721,2790,8412022,00:00.0,Alicorp
1000029956,3341,8412022,00:00.0,Alicorp
1000012262,3649,8412025,00:00.0,Alicorp
1000009039,3648,8412028,00:00.0,Alicorp
1000028662,3411,8414009,00:00.0,Alicorp
1000028662,3410,8414012,00:00.0,Alicorp
1000020428,4115,8414015,00:00.0,Alicorp
1000028458,4115,8414015,00:00.0,Alicorp
1000011384,3886,8607500,00:00.0,Alicorp
1000028858,3142,HA77001076,00:00.0,Alicorp
1000018366,3706,18110,00:00.0,Alicorp
1000029956,6350,24716,44:13.8,Alicorp
1000009118,003A04,3101031,00:00.0,Alicorp
1000028589,003A72,3101031,09:29.2,Alicorp
1000012371,3772,3101032,00:00.0,Alicorp
1000018974,3776,3101032,00:00.0,Alicorp
1000031176,3776,3101032,00:00.0,Alicorp
1000010295,3766,3101136,00:00.0,Alicorp
1000007880,3767,3101136,00:00.0,Alicorp
1000009913,3766,3101136,00:00.0,Alicorp
1000012371,3768,3101137,00:00.0,Alicorp
1000012275,3769,3101137,00:00.0,Alicorp
1000012354,3782,3103044,00:00.0,Alicorp
1000007880,3783,3103044,00:00.0,Alicorp
1000016655,3764,3112011,23:29.6,Alicorp
1000024723,3785,3125995,00:00.0,Alicorp
1000009913,3784,3125999,00:00.0,Alicorp
1000007747,003B37,3126054,03:38.8,Alicorp
1000007926,3757,3201002,00:00.0,Alicorp
1000004006,3642,3201020,00:00.0,Alicorp
1000012434,3805,3201024,00:00.0,Alicorp
30002575,003B35,3201024,16:22.3,Alicorp
1000023530,3940,3201025,00:00.0,Alicorp
1000024730,003A14,3202019,00:00.0,Alicorp
1000018636,003A15,3202020,00:00.0,Alicorp
1000024732,3678,3300017,00:00.0,Alicorp
30002575,3677,3300074,00:00.0,Alicorp
1000018865,3680,3300075,00:00.0,Alicorp
1000018861,3890,3300076,00:00.0,Alicorp
1000024730,3988,3300078,00:00.0,Alicorp
30003984,3690,3300096,00:00.0,Alicorp
1000007670,3787,3300110,00:00.0,Alicorp
1000008549,3691,3300120,00:00.0,Alicorp
1000032177,3889,3300121,00:00.0,Alicorp
1000008184,3692,3300140,00:00.0,Alicorp
1000009363,3689,3300160,00:00.0,Alicorp
1000012198,3771,3300226,00:00.0,Alicorp
1000008829,003B10,3300275,37:49.6,Alicorp
1000012287,3932,3300306,00:00.0,Alicorp
1000018866,3977,3300306,00:00.0,Alicorp
30003885,3837,3305230,00:00.0,Alicorp
1000018671,3931,3305230,00:00.0,Alicorp
1000007747,3931,3305230,00:00.0,Alicorp
1000008893,3892,3305231,00:00.0,Alicorp
30002575,3982,3305361,00:00.0,Alicorp
1000008558,3834,3305371,00:00.0,Alicorp
1000024723,3927,3305371,00:00.0,Alicorp
1000008730,3927,3305371,00:00.0,Alicorp
1000007598,3838,3305372,00:00.0,Alicorp
1000034830,3930,3305372,00:00.0,Alicorp
1000028579,3930,3305372,00:00.0,Alicorp
1000031176,3833,3305373,00:00.0,Alicorp
1000011384,3932,3305373,00:00.0,Alicorp
1000018534,3812,3305374,00:00.0,Alicorp
1000012354,3926,3305374,00:00.0,Alicorp
1000028586,3926,3305374,00:00.0,Alicorp
1000021982,3835,3305375,00:00.0,Alicorp
1000018850,3928,3305375,00:00.0,Alicorp
30002317,3928,3305375,00:00.0,Alicorp
1000011384,3836,3305376,00:00.0,Alicorp
1000008167,3929,3305376,00:00.0,Alicorp
1000019463,3929,3305376,00:00.0,Alicorp
30003885,3963,3500011,00:00.0,Alicorp
1000009363,003A28,3500012,23:29.6,Alicorp
1000012287,3989,3500017,00:00.0,Alicorp
1000008730,3693,3500024,00:00.0,Alicorp
1000012371,3935,3500024,00:00.0,Alicorp
1000012343,3964,3500034,00:00.0,Alicorp
1000035585,003A30,3500034,27:13.8,Alicorp
1000012286,003A07,3501009,00:00.0,Alicorp
1000018847,003A27,3501009,23:29.6,Alicorp
1000012287,3965,3501019,00:00.0,Alicorp
1000012077,3705,3501023,00:00.0,Alicorp
1000034819,3934,3501023,00:00.0,Alicorp
1000002120,3618,4302043,00:00.0,Alicorp
1000028588,3620,4302057,00:00.0,Alicorp
1000007880,3953,4302099,00:00.0,Alicorp
1000008549,3750,4302105,00:00.0,Alicorp
1000018847,3774,4302109,00:00.0,Alicorp
1000008739,3802,4302110,00:00.0,Alicorp
1000016655,3868,4302112,00:00.0,Alicorp
1000008829,003A86,4302113,30:54.0,Alicorp
1000018378,3916,4302114,00:00.0,Alicorp
1000019448,3622,4302115,00:00.0,Alicorp
1000008859,3867,4302116,00:00.0,Alicorp
1000018865,3858,4302117,00:00.0,Alicorp
1000002120,3895,4302117,00:00.0,Alicorp
1000008721,3866,4302118,00:00.0,Alicorp
1000016655,3854,4302119,00:00.0,Alicorp
1000018974,3625,4302120,00:00.0,Alicorp
1000007598,3896,4302120,00:00.0,Alicorp
1000028589,3914,4302120,00:00.0,Alicorp
1000034819,3627,4302121,00:00.0,Alicorp
1000019379,3629,4302123,00:00.0,Alicorp
1000004006,3915,4302123,00:00.0,Alicorp
1000024166,3865,4302138,00:00.0,Alicorp
1000009584,3893,4302138,00:00.0,Alicorp
1000012077,3894,4302138,00:00.0,Alicorp
1000012354,3893,4302138,00:00.0,Alicorp
1000009913,3936,4302147,00:00.0,Alicorp
30002317,3992,4302147,23:29.6,Alicorp
1000028588,3859,4302149,00:00.0,Alicorp
1000023530,3855,4302150,00:00.0,Alicorp
1000004006,003A85,4302150,30:54.0,Alicorp
1000021982,3843,4302151,00:00.0,Alicorp
1000028584,3896,4302151,00:00.0,Alicorp
1000009913,3920,4302152,00:00.0,Alicorp
1000018671,3925,4302152,00:00.0,Alicorp
1000034830,3925,4302152,00:00.0,Alicorp
1000034830,003A12,4302157,00:00.0,Alicorp
1000018865,3634,4304017,00:00.0,Alicorp
30003902,3633,4304020,00:00.0,Alicorp
1000007926,3631,4304022,00:00.0,Alicorp
1000018534,3632,4304027,00:00.0,Alicorp
1000018861,3804,4304076,00:00.0,Alicorp
1000008549,3753,4305034,00:00.0,Alicorp
1000028588,3815,4305034,00:00.0,Alicorp
1000034819,3815,4305034,00:00.0,Alicorp
1000028574,3922,4305044,00:00.0,Alicorp
1000009913,3917,4305059,00:00.0,Alicorp
1000018850,3803,4305065,00:00.0,Alicorp
1000019381,3817,4305065,00:00.0,Alicorp
1000007926,3817,4305065,00:00.0,Alicorp
1000019463,3946,4305066,00:00.0,Alicorp
30002575,3947,4305066,04:42.4,Alicorp
1000001852,3918,4305068,00:00.0,Alicorp
1000008877,3923,4305068,00:00.0,Alicorp
1000009263,3923,4305068,00:00.0,Alicorp
1000012371,3919,4305069,00:00.0,Alicorp
1000007926,3924,4305069,00:00.0,Alicorp
1000032002,3924,4305069,00:00.0,Alicorp
1000019379,3860,4305071,00:00.0,Alicorp
1000001852,3942,4305071,00:00.0,Alicorp
30002575,3942,4305071,00:00.0,Alicorp
1000019371,6325,4508025,00:00.0,Alicorp
30003885,6318,4508026,00:00.0,Alicorp
1000008549,6346,4508027,44:13.8,Alicorp
1000028859,6308,4508044,00:00.0,Alicorp
1000028858,6353,4508087,13:17.0,Alicorp
1000018847,6354,4508088,13:17.0,Alicorp
1000028589,6352,4508206,44:13.8,Alicorp
1000009584,6343,4508207,00:00.0,Alicorp
1000028574,6299,4508270,00:00.0,Alicorp
1000018974,6348,4508308,44:13.8,Alicorp
1000031176,6349,4508309,44:13.8,Alicorp
1000028587,6300,4508500,00:00.0,Alicorp
1000028572,6301,4508501,00:00.0,Alicorp
1000018671,6344,4508503,44:13.8,Alicorp
1000012077,6345,4508504,44:13.8,Alicorp
1000009584,6302,4508983,00:00.0,Alicorp
1000032002,6327,4508998,00:00.0,Alicorp
1000009584,6317,4527147,00:00.0,Alicorp
1000035585,6307,4527168,00:00.0,Alicorp
1000018850,6298,4527184,00:00.0,Alicorp
1000009584,6303,4527204,00:00.0,Alicorp
1000035866,6305,4527205,00:00.0,Alicorp
1000012329,6306,4527206,00:00.0,Alicorp
30002575,6304,4527207,00:00.0,Alicorp
1000028859,6373,5003007,15:03.6,Alicorp
30003885,6355,5003165,13:17.0,Alicorp
1000012434,6356,5003166,13:17.0,Alicorp
1000035585,6357,5003167,13:17.0,Alicorp
1000008877,6364,5003178,46:26.8,Alicorp
1000008829,6368,5003199,13:10.4,Alicorp
1000008167,6369,5003201,13:10.4,Alicorp
1000028572,6370,5003202,13:10.4,Alicorp
1000016707,6363,5003462,46:26.8,Alicorp
1000012434,6358,5003463,13:17.0,Alicorp
1000011855,6367,5003464,13:10.4,Alicorp
1000028589,6359,5003465,13:17.0,Alicorp
1000012262,6360,5003468,13:17.0,Alicorp
1000010295,3704,5101839,00:00.0,Alicorp
1000018534,003A09,5101844,00:00.0,Alicorp
1000031176,3831,5101846,00:00.0,Alicorp
1000012286,3703,5101847,00:00.0,Alicorp
30003984,3640,5101850,00:00.0,Alicorp
1000018636,3861,5101850,00:00.0,Alicorp
1000008558,10059,51310,00:00.0,Alicorp
1000028574,003A19,5205085,00:00.0,Alicorp
1000004006,003A20,5205086,00:00.0,Alicorp
1000028136,003A21,5205087,00:00.0,Alicorp
30001508,003A22,5205090,00:00.0,Alicorp
1000028584,10062,6400025,00:00.0,Alicorp
1000010013,3781,6701022,00:00.0,Alicorp
1000008859,3939,6702013,00:00.0,Alicorp
1000018366,003A05,6702015,00:00.0,Alicorp
1000012198,5491,8300021,00:00.0,Alicorp
1000029670,5420,8300022,00:00.0,Alicorp
1000028136,5267,8300024,00:00.0,Alicorp
1000012077,5409,8300055,00:00.0,Alicorp
1000004006,5399,8300062,00:00.0,Alicorp
1000018310,5295,8300074,00:00.0,Alicorp
1000028136,5562,8300089,00:00.0,Alicorp
1000029697,5584,8300091,00:00.0,Alicorp
1000028585,5254,8300093,00:00.0,Alicorp
1000008167,5544,8300095,00:00.0,Alicorp
1000016707,4.00E+42,8301002,00:00.0,Alicorp
1000028579,004A97,8301003,00:00.0,Alicorp
1000010013,4.00E+45,8301003,00:00.0,Alicorp
1000008184,4.00E+43,8301017,00:00.0,Alicorp
