COD_DISTRIBUIDORA,COD_VENTA,NUM_FACTURA,FECHA,COD_CLIENTE,COD_ITEM,COD_PRODUCTO,CANTIDAD_UND_MIN,TIPO_UND_MIN,CANT_UND_MAX,TIPO_UND_MAX,VENTA_SINIGV,VENTA_CONIGV,TIPO_PRODUCTO,COD_VENDEDOR
1000001852,6952,BB001-4,28/11/2022,00000137,1,003B37,30,BOL,1,BOL,91.53,108,P,0050
1000001852,1024,BB001-7,6/12/2022,00000137,1,004F57,1,SAC,1,SAC,72.03,85,P,0050
1000001852,5943,BB010-100,22/02/2023,00000137,1,05BA7039,12,CAJ,1,CAJ,110.17,130,P,0050
1000001852,382,BB010-1002,2/06/2023,00000137,1,10018204,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,382,BB010-1002,2/06/2023,00000137,2,1002007,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,386,BB010-1003,2/06/2023,00000137,1,10037009,48,CAJ,4,CAJ,413.56,488,P,0050
1000001852,396,BB010-1004,2/06/2023,00000137,1,100402,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,453,BB010-1006,3/06/2023,00000137,1,10050877,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,467,BB010-1007,3/06/2023,00000137,1,10050883,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,468,BB010-1008,3/06/2023,00000137,1,10059075,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,5960,BB010-101,22/02/2023,00000137,1,10063267,120,PAQ,6,PAQ,218.64,258,P,0050
1000001852,486,BB010-1011,3/06/2023,00000137,1,1008023,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,486,BB010-1012,3/06/2023,00000137,2,10100469,600,Unidades,30,Unidades,533.9,630,P,0050
1000001852,499,BB010-1013,3/06/2023,00000137,1,101108,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,507,BB010-1015,3/06/2023,00000137,1,102,120,Unidades,6,Unidades,106.78,126,P,0050
1000001852,507,BB010-1015,3/06/2023,00000137,2,102120,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,522,BB010-1016,3/06/2023,00000137,1,1052,30,BOL,1,BOL,91.53,108,P,0050
1000001852,522,BB010-1016,3/06/2023,00000137,2,10535,15,BOL,1,BOL,94.92,112,P,0050
1000001852,523,BB010-1017,3/06/2023,00000137,1,10536,120,Unidades,6,Unidades,106.78,126,P,0050
1000001852,529,BB010-1018,3/06/2023,00000137,2,1059,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,535,BB010-1019,3/06/2023,00000137,1,1100,12,CAJ,1,CAJ,86.44,102,P,0050
1000001852,5967,BB010-102,22/02/2023,00000137,1,11100333,1,SAC,1,SAC,72.03,85,P,0050
1000001852,584,BB010-1020,3/06/2023,00000137,1,111100,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,690,BB010-1022,5/06/2023,00000137,1,112004,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,690,BB010-1022,5/06/2023,00000137,2,11287,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,693,BB010-1023,5/06/2023,00000137,1,11500446,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,694,BB010-1024,5/06/2023,00000137,1,116225,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,774,BB010-1029,5/06/2023,00000137,1,116238,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,5963,BB010-103,22/02/2023,00000137,1,1163,8,SAC,8,SAC,576.27,680,P,0050
1000001852,835,BB010-1030,6/06/2023,00000137,1,116332,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,904,BB010-1031,6/06/2023,00000137,1,116347,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1021,BB010-1032,7/06/2023,00000137,1,116391,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1022,BB010-1033,7/06/2023,00000137,1,116393,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,1024,BB010-1034,7/06/2023,00000137,1,116410,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,1027,BB010-1035,7/06/2023,00000137,1,116433,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1027,BB010-1035,7/06/2023,00000137,2,1189,12,CAJ,1,CAJ,86.44,102,P,0050
1000001852,1075,BB010-1036,7/06/2023,00000137,1,120010004,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,1149,BB010-1037,8/06/2023,00000137,1,120160024,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,5963,BB010-104,22/02/2023,00000137,1,120230005,2,SAC,2,SAC,144.07,170,P,0050
1000001852,1210,BB010-1041,8/06/2023,00000137,1,120240014,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,1210,BB010-1041,8/06/2023,00000137,2,12076,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,1328,BB010-1042,8/06/2023,00000137,1,122005,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1395,BB010-1043,8/06/2023,00000137,1,122053,12,CAJ,1,CAJ,86.44,102,P,0050
1000001852,1409,BB010-1044,9/06/2023,00000137,1,12252025,300,PAQ,15,PAQ,533.9,630,P,0050
1000001852,1412,BB010-1045,9/06/2023,00000137,1,12252068,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,1420,BB010-1046,9/06/2023,00000137,1,1229,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,1425,BB010-1047,9/06/2023,00000137,1,1238,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,1425,BB010-1047,9/06/2023,00000137,2,124006,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,1537,BB010-1049,9/06/2023,00000137,1,124017,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,5963,BB010-105,22/02/2023,00000137,2,124020,320,PAQ,16,PAQ,583.05,688,P,0050
1000001852,1543,BB010-1050,9/06/2023,00000137,2,124024,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,1621,BB010-1051,9/06/2023,00000137,1,124028,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,1968,BB010-1054,10/06/2023,00000137,1,124036,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,2033,BB010-1056,12/06/2023,00000137,1,124040,140,PAQ,7,PAQ,249.15,294,P,0050
1000001852,2033,BB010-1056,12/06/2023,00000137,2,124047,120,Unidades,6,Unidades,106.78,126,P,0050
1000001852,2117,BB010-1057,12/06/2023,00000137,1,124049,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2119,BB010-1058,12/06/2023,00000137,1,124074,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2120,BB010-1059,12/06/2023,00000137,1,124089,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,5963,BB010-106,22/02/2023,00000137,2,124097,80,PAQ,4,PAQ,145.76,172,P,0050
1000001852,2124,BB010-1060,12/06/2023,00000137,2,124108,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2208,BB010-1061,12/06/2023,00000137,1,124111,120,PAQ,6,PAQ,213.56,252,P,0050
1000001852,2227,BB010-1063,12/06/2023,00000137,1,124113,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2245,BB010-1066,12/06/2023,00000137,1,124118,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2331,BB010-1067,13/06/2023,00000137,1,124120,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2383,BB010-1069,13/06/2023,00000137,1,124172,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,6302,BB010-107,24/02/2023,00000137,2,124178,12,CAJ,1,CAJ,91.53,108,P,0050
1000001852,2386,BB010-1070,13/06/2023,00000137,1,124183,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,2395,BB010-1071,13/06/2023,00000137,1,124188,100,Unidades,5,Unidades,88.98,105,P,0050
1000001852,2431,BB010-1073,13/06/2023,00000137,1,124206,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,2434,BB010-1074,13/06/2023,00000137,1,124213,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2450,BB010-1075,13/06/2023,00000137,1,124215,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2536,BB010-1076,14/06/2023,00000137,1,124217,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2601,BB010-1077,15/06/2023,00000137,2,124227,240,Unidades,12,Unidades,213.56,252,P,0050
1000001852,2601,BB010-1077,15/06/2023,00000137,3,124295,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,2645,BB010-1078,15/06/2023,00000137,1,124303,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,2645,BB010-1078,15/06/2023,00000137,2,124306,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,6351,BB010-108,24/02/2023,00000137,1,124309,40,CAJ,1,CAJ,46.61,55,P,0050
1000001852,6351,BB010-108,24/02/2023,00000137,2,124310,48,CAJ,1,CAJ,107.63,127,P,0050
1000001852,2649,BB010-1080,15/06/2023,00000137,1,124331,12,CAJ,1,CAJ,86.44,102,P,0050
1000001852,2659,BB010-1082,15/06/2023,00000137,1,124373,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,2659,BB010-1082,15/06/2023,00000137,2,12461,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,2696,BB010-1083,15/06/2023,00000137,1,125001,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,2773,BB010-1084,16/06/2023,00000137,1,125007,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,2852,BB010-1086,16/06/2023,00000137,1,125054,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2882,BB010-1089,17/06/2023,00000137,2,125055,15,BOL,1,BOL,108.05,127.5,P,0050
1000001852,6400,BB010-109,24/02/2023,00000137,1,125113,200,Unidades,10,Unidades,182.2,215,P,0050
1000001852,2890,BB010-1090,17/06/2023,00000137,2,125152,15,BOL,1,BOL,108.05,127.5,P,0050
1000001852,2890,BB010-1091,17/06/2023,00000137,1,125153,340,PAQ,17,PAQ,590.68,697,P,0050
1000001852,2890,BB010-1092,17/06/2023,00000137,1,125154,60,PAQ,3,PAQ,104.24,123,P,0050
1000001852,2893,BB010-1093,17/06/2023,00000137,2,126002,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2912,BB010-1094,17/06/2023,00000137,1,126010,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2933,BB010-1097,17/06/2023,00000137,1,126077,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,2959,BB010-1098,17/06/2023,00000137,2,126097,12,CAJ,1,CAJ,86.44,102,P,0050
1000001852,2959,BB010-1098,17/06/2023,00000137,3,126111,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,2959,BB010-1098,17/06/2023,00000137,4,126158,48,CAJ,1,CAJ,105.93,125,P,0050
1000001852,2959,BB010-1099,17/06/2023,00000137,1,126160,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,2961,BB010-1100,17/06/2023,00000137,1,126164,100,PAQ,5,PAQ,177.97,210,P,0050
1000001852,2966,BB010-1101,17/06/2023,00000137,1,1269,160,PAQ,8,PAQ,284.75,336,P,0050
1000001852,2966,BB010-1101,17/06/2023,00000137,2,127006,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,2970,BB010-1102,17/06/2023,00000137,1,127094,48,CAJ,1,CAJ,105.93,125,P,0050
1000001852,2970,BB010-1102,17/06/2023,00000137,2,127155,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,3185,BB010-1104,19/06/2023,00000137,1,12755,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,3197,BB010-1106,19/06/2023,00000137,3,128033,60,Unidades,3,Unidades,53.39,63,P,0050
1000001852,3181,BB010-1107,19/06/2023,00000137,1,128037,96,CAJ,2,CAJ,211.86,250,P,0050
1000001852,3203,BB010-1108,19/06/2023,00000137,1,128187,100,PAQ,5,PAQ,177.97,210,P,0050
1000001852,3220,BB010-1109,19/06/2023,00000137,1,128188,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,3240,BB010-1111,19/06/2023,00000137,2,128245,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,3338,BB010-1112,20/06/2023,00000137,1,128340,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,3340,BB010-1113,20/06/2023,00000137,1,128341,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,3340,BB010-1113,20/06/2023,00000137,2,128344,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,3354,BB010-1114,20/06/2023,00000137,1,1290,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,3358,BB010-1115,20/06/2023,00000137,1,1303,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,3378,BB010-1116,20/06/2023,00000137,1,131000,24,CAJ,2,CAJ,206.78,244,P,0050
1000001852,3553,BB010-1119,21/06/2023,00000137,3,131045,45,BOL,3,BOL,324.15,382.5,P,0050
1000001852,6454,BB010-112,24/02/2023,00000137,1,131057,15,BOL,1,BOL,94.92,112,P,0050
1000001852,6454,BB010-112,24/02/2023,00000137,2,132032,20,PAQ,1,PAQ,36.44,43,P,0050
1000001852,3681,BB010-1128,22/06/2023,00000137,1,13214,120,PAQ,6,PAQ,213.56,252,P,0050
1000001852,3681,BB010-1128,22/06/2023,00000137,2,13267,60,Unidades,3,Unidades,53.39,63,P,0050
1000001852,6463,BB010-113,24/02/2023,00000137,1,1353,1,SAC,1,SAC,72.03,85,P,0050
1000001852,6463,BB010-113,24/02/2023,00000137,2,13626,20,PAQ,1,PAQ,36.44,43,P,0050
1000001852,3841,BB010-1130,23/06/2023,00000137,1,138919,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,3914,BB010-1131,23/06/2023,00000137,1,138920,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,3924,BB010-1132,23/06/2023,00000137,1,138922,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,3930,BB010-1133,23/06/2023,00000137,1,138931,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,3932,BB010-1134,23/06/2023,00000137,1,138981,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,3938,BB010-1135,23/06/2023,00000137,1,138995,24,BOL,1,BOL,94.92,112,P,0050
1000001852,3938,BB010-1135,23/06/2023,00000137,2,1399,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,3952,BB010-1136,24/06/2023,00000137,1,1407,660,Unidades,33,Unidades,587.29,693,P,0050
1000001852,3952,BB010-1137,24/06/2023,00000137,1,14235,660,Unidades,33,Unidades,587.29,693,P,0050
1000001852,3952,BB010-1138,24/06/2023,00000137,1,145002,280,Unidades,14,Unidades,249.15,294,P,0050
1000001852,3957,BB010-1139,24/06/2023,00000137,1,145004,320,PAQ,16,PAQ,569.49,672,P,0050
1000001852,6465,BB010-114,24/02/2023,00000137,1,145021,60,PAQ,3,PAQ,109.32,129,P,0050
1000001852,3957,BB010-1140,24/06/2023,00000137,1,145023,180,PAQ,9,PAQ,320.34,378,P,0050
1000001852,4134,BB010-1141,26/06/2023,00000137,1,145039,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,4136,BB010-1142,26/06/2023,00000137,1,145043,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,4151,BB010-1143,26/06/2023,00000137,1,145049,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,4200,BB010-1144,26/06/2023,00000137,1,145086,24,CAJ,2,CAJ,206.78,244,P,0050
1000001852,4211,BB010-1146,26/06/2023,00000137,1,145105,60,CAJ,5,CAJ,364.41,430,P,0050
1000001852,4213,BB010-1147,26/06/2023,00000137,1,145130,60,CAJ,5,CAJ,364.41,430,P,0050
1000001852,4230,BB010-1149,26/06/2023,00000137,2,145132,200,Unidades,10,Unidades,177.97,210,P,0050
1000001852,6472,BB010-115,24/02/2023,00000137,2,14748,60,PAQ,3,PAQ,109.32,129,P,0050
1000001852,4230,BB010-1150,26/06/2023,00000137,1,14753,320,PAQ,16,PAQ,569.49,672,P,0050
1000001852,4230,BB010-1151,26/06/2023,00000137,1,1489,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,4256,BB010-1152,26/06/2023,00000137,1,15090,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,4500,BB010-1153,28/06/2023,00000137,1,1533,15,BOL,1,BOL,97.46,115,P,0050
1000001852,4500,BB010-1153,28/06/2023,00000137,2,155002,15,BOL,1,BOL,108.05,127.5,P,0050
1000001852,4549,BB010-1156,28/06/2023,00000137,1,155043,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,4552,BB010-1157,28/06/2023,00000137,1,1623,30,BOL,1,BOL,91.53,108,P,0050
1000001852,4552,BB010-1157,28/06/2023,00000137,2,1650,24,BOL,1,BOL,94.92,112,P,0050
1000001852,4554,BB010-1158,28/06/2023,00000137,1,172001,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,4554,BB010-1158,28/06/2023,00000137,2,173224,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,4556,BB010-1159,28/06/2023,00000137,1,174130,15,BOL,1,BOL,97.46,115,P,0050
1000001852,4556,BB010-1159,28/06/2023,00000137,2,17653,24,BOL,1,BOL,94.92,112,P,0050
1000001852,6473,BB010-116,24/02/2023,00000137,1,17661,60,Unidades,3,Unidades,54.66,64.5,P,0050
1000001852,4559,BB010-1160,28/06/2023,00000137,1,17930,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,4771,BB010-1163,30/06/2023,00000137,1,18226,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,4771,BB010-1163,30/06/2023,00000137,2,18398,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,4776,BB010-1164,30/06/2023,00000137,1,1848,24,CAJ,2,CAJ,145.76,172,P,0050
1000001852,4781,BB010-1165,30/06/2023,00000137,1,18481,60,CAJ,5,CAJ,364.41,430,P,0050
1000001852,4765,BB010-1166,30/06/2023,00000137,2,1878,360,Unidades,18,Unidades,320.34,378,P,0050
1000001852,4765,BB010-1167,30/06/2023,00000137,1,1879,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,4785,BB010-1168,30/06/2023,00000137,1,1903,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,4785,BB010-1168,30/06/2023,00000137,2,191221,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,4798,BB010-1169,30/06/2023,00000137,1,1945,36,CAJ,3,CAJ,218.64,258,P,0050
1000001852,6588,BB010-117,25/02/2023,00000137,1,1996,40,Unidades,2,Unidades,36.44,43,P,0050
1000001852,6588,BB010-117,25/02/2023,00000137,2,19967,60,PAQ,3,PAQ,109.32,129,P,0050
1000001852,4801,BB010-1170,30/06/2023,00000137,1,2000,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,4803,BB010-1171,30/06/2023,00000137,1,200053,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,4806,BB010-1172,30/06/2023,00000137,1,2001063,24,CAJ,2,CAJ,145.76,172,P,0050
1000001852,19,BB010-1173,1/07/2023,00000137,1,200226,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,19,BB010-1173,1/07/2023,00000137,2,200305,160,Unidades,8,Unidades,142.37,168,P,0050
1000001852,111,BB010-1174,1/07/2023,00000137,1,2003083,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,126,BB010-1175,1/07/2023,00000137,1,201002,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,126,BB010-1175,1/07/2023,00000137,2,20155,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,219,BB010-1177,3/07/2023,00000137,1,2017010,300,Unidades,15,Unidades,266.95,315,P,0050
1000001852,232,BB010-1178,3/07/2023,00000137,1,203002,15,BOL,1,BOL,97.46,115,P,0050
1000001852,232,BB010-1178,3/07/2023,00000137,2,20311,24,BOL,1,BOL,94.92,112,P,0050
1000001852,244,BB010-1179,3/07/2023,00000137,1,20320969100,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,6591,BB010-118,25/02/2023,00000137,1,20321660000,40,CAJ,1,CAJ,46.61,55,P,0050
1000001852,251,BB010-1180,3/07/2023,00000137,1,20321931000,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,253,BB010-1181,3/07/2023,00000137,1,2045,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,257,BB010-1182,3/07/2023,00000137,1,20910,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,260,BB010-1183,3/07/2023,00000137,1,2092,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,261,BB010-1184,3/07/2023,00000137,1,2108,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,261,BB010-1184,3/07/2023,00000137,2,2113,30,BOL,1,BOL,91.53,108,P,0050
1000001852,264,BB010-1185,3/07/2023,00000137,1,21205805,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,268,BB010-1187,3/07/2023,00000137,1,21205817,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,268,BB010-1187,3/07/2023,00000137,2,21205854,120,Unidades,6,Unidades,106.78,126,P,0050
1000001852,273,BB010-1188,3/07/2023,00000137,1,21219,60,CAJ,5,CAJ,364.41,430,P,0050
1000001852,283,BB010-1189,3/07/2023,00000137,1,21345,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,283,BB010-1189,3/07/2023,00000137,2,2137,40,Unidades,2,Unidades,35.59,42,P,0050
1000001852,285,BB010-1190,3/07/2023,00000137,1,21400165,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,387,BB010-1192,4/07/2023,00000137,2,21566,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,392,BB010-1193,4/07/2023,00000137,1,2160,300,Unidades,15,Unidades,266.95,315,P,0050
1000001852,392,BB010-1194,4/07/2023,00000137,1,21809,320,PAQ,16,PAQ,569.49,672,P,0050
1000001852,392,BB010-1195,4/07/2023,00000137,1,22410,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,455,BB010-1196,4/07/2023,00000137,1,22505,15,BOL,1,BOL,97.46,115,P,0050
1000001852,464,BB010-1197,4/07/2023,00000137,1,22610,160,Unidades,8,Unidades,142.37,168,P,0050
1000001852,464,BB010-1197,4/07/2023,00000137,2,2266,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,469,BB010-1198,4/07/2023,00000137,1,2270,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,470,BB010-1199,4/07/2023,00000137,1,22994,15,BOL,1,BOL,97.46,115,P,0050
1000001852,6682,BB010-120,25/02/2023,00000137,1,2311,40,CAJ,1,CAJ,46.61,55,P,0050
1000001852,473,BB010-1200,4/07/2023,00000137,1,23117,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,488,BB010-1201,4/07/2023,00000137,1,2327,24,BOL,1,BOL,94.92,112,P,0050
1000001852,488,BB010-1202,4/07/2023,00000137,2,23424,320,PAQ,16,PAQ,569.49,672,P,0050
1000001852,488,BB010-1203,4/07/2023,00000137,2,240,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,494,BB010-1205,4/07/2023,00000137,1,243,100,Unidades,5,Unidades,88.98,105,P,0050
1000001852,494,BB010-1205,4/07/2023,00000137,2,24456,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,497,BB010-1206,4/07/2023,00000137,1,24458,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,508,BB010-1207,4/07/2023,00000137,1,2449,48,CAJ,1,CAJ,103.39,122,P,0050
1000001852,509,BB010-1208,4/07/2023,00000137,2,2457,80,PAQ,4,PAQ,142.37,168,P,0050
1000001852,512,BB010-1209,4/07/2023,00000137,1,246,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,6475,BB010-121,25/02/2023,00000137,2,2468,200,PAQ,10,PAQ,364.41,430,P,0050
1000001852,514,BB010-1210,4/07/2023,00000137,1,251222,24,CAJ,2,CAJ,145.76,172,P,0050
1000001852,525,BB010-1211,4/07/2023,00000137,1,25267,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,525,BB010-1211,4/07/2023,00000137,2,2530,15,BOL,1,BOL,99.15,117,P,0050
1000001852,635,BB010-1213,5/07/2023,00000137,1,25320,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,659,BB010-1214,5/07/2023,00000137,1,256,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,682,BB010-1216,5/07/2023,00000137,1,2569,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,689,BB010-1217,5/07/2023,00000137,1,2584,24,CAJ,2,CAJ,145.76,172,P,0050
1000001852,690,BB010-1218,5/07/2023,00000137,1,259025,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,691,BB010-1219,5/07/2023,00000137,1,26134,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,768,BB010-1221,6/07/2023,00000137,1,2639,100,PAQ,5,PAQ,177.97,210,P,0050
1000001852,913,BB010-1224,7/07/2023,00000137,1,264004,60,Unidades,3,Unidades,53.39,63,P,0050
1000001852,922,BB010-1225,7/07/2023,00000137,1,265046,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,922,BB010-1226,7/07/2023,00000137,5,265047,60,BOL,4,BOL,432.2,510,P,0050
1000001852,922,BB010-1227,7/07/2023,00000137,2,266002,150,BOL,5,BOL,457.63,540,P,0050
1000001852,922,BB010-1228,7/07/2023,00000137,3,27,120,BOL,5,BOL,474.58,560,P,0050
1000001852,922,BB010-1229,7/07/2023,00000137,4,2790,75,BOL,5,BOL,495.76,585,P,0050
1000001852,6716,BB010-123,27/02/2023,00000137,1,2799,20,Unidades,1,Unidades,18.22,21.5,P,0050
1000001852,6716,BB010-123,27/02/2023,00000137,2,2810,20,PAQ,1,PAQ,36.44,43,P,0050
1000001852,1009,BB010-1230,7/07/2023,00000137,1,2843,40,PAQ,2,PAQ,71.19,84,P,0050
1000001852,1009,BB010-1230,7/07/2023,00000137,2,2848,100,Unidades,5,Unidades,88.98,105,P,0050
1000001852,1045,BB010-1232,7/07/2023,00000137,1,2865,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,1050,BB010-1233,7/07/2023,00000137,1,290163,80,Unidades,4,Unidades,71.19,84,P,0050
1000001852,1052,BB010-1234,7/07/2023,00000137,1,2906,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,1067,BB010-1235,7/07/2023,00000137,1,29761,140,Unidades,7,Unidades,124.58,147,P,0050
1000001852,1186,BB010-1236,8/07/2023,00000137,1,298,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,1186,BB010-1236,8/07/2023,00000137,2,300005,120,Unidades,6,Unidades,106.78,126,P,0050
1000001852,1188,BB010-1237,8/07/2023,00000137,1,300027,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,1188,BB010-1237,8/07/2023,00000137,2,300033,12,CAJ,1,CAJ,97.46,115,P,0050
1000001852,1213,BB010-1239,8/07/2023,00000137,1,300181,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1213,BB010-1239,8/07/2023,00000137,2,3010032,20,PAQ,1,PAQ,35.59,42,P,0050
1000001852,1214,BB010-1240,8/07/2023,00000137,1,301105,12,CAJ,1,CAJ,103.39,122,P,0050
1000001852,1214,BB010-1240,8/07/2023,00000137,2,302056,12,CAJ,1,CAJ,72.88,86,P,0050
1000001852,1216,BB010-1241,8/07/2023,00000137,1,303012,60,PAQ,3,PAQ,106.78,126,P,0050
1000001852,1218,BB010-1242,8/07/2023,00000137,1,303172,200,PAQ,10,PAQ,355.93,420,P,0050
1000001852,1218,BB010-1242,8/07/2023,00000137,2,303599,20,Unidades,1,Unidades,17.8,21,P,0050
1000001852,1221,BB010-1243,8/07/2023,00000137,1,3102103,20,PAQ,1,PAQ,35.59,42,P,0050
